lon,lat,population
-73.950000,40.950000,4961535.695334
-99.350000,19.250000,4956298.413108
-73.500000,45.500000,4901251.963316
-118.150000,34.100000,4900157.638122
-118.300000,33.950000,4861493.145012
-73.500000,45.550000,4835068.576614
-73.700000,40.800000,4813496.482869
-118.100000,34.000000,4773061.421677
-73.700000,40.750000,4751388.376154
-118.100000,34.050000,4729512.100189
-118.300000,34.100000,4719886.159214
-73.800000,40.950000,4711694.142119
-74.200000,40.900000,4700844.895671
-99.200000,19.700000,4689668.507329
-73.550000,45.450000,4683435.984389
-99.050000,19.700000,4673228.303842
-98.900000,19.400000,4651849.131007
-118.100000,33.950000,4628409.887338
-73.650000,45.550000,4613249.222819
-118.200000,33.900000,4607613.454464
-73.550000,45.600000,4605332.603592
-73.600000,45.600000,4551825.686969
-73.650000,45.500000,4542105.515188
-118.250000,33.900000,4536826.097970
-73.700000,40.850000,4524954.515686
-73.500000,45.450000,4498840.139509
-98.900000,19.450000,4476989.517996
-73.600000,45.450000,4473964.088346
-118.150000,33.900000,4435145.665080
-74.200000,40.500000,4422587.400778
-74.000000,40.950000,4415761.873149
-98.900000,19.350000,4326203.980365
-118.350000,34.050000,4316040.031507
-118.250000,34.150000,4305107.652233
-118.200000,34.150000,4304981.997993
-118.350000,34.000000,4304956.873786
-73.500000,45.600000,4292055.116441
-73.700000,40.700000,4284764.593117
-73.450000,45.500000,4248417.874450
-73.650000,45.600000,4239081.523249
-118.100000,34.100000,4216475.551274
-99.050000,19.200000,4184646.656668
-73.450000,45.550000,4143002.552891
-118.300000,33.900000,4115840.891342
-98.900000,19.300000,4106785.715332
-99.000000,19.200000,4081074.304130
-98.900000,19.500000,4065267.209343
-118.050000,33.950000,4061228.307036
-73.650000,40.750000,4030315.169698
-118.100000,33.900000,4030236.688667
-73.650000,45.450000,4028475.327522
-118.350000,33.950000,4027670.524955
-118.150000,34.150000,4023007.466016
-118.050000,34.000000,4018628.778927
-73.750000,40.950000,4003929.596810
-99.100000,19.200000,3997404.251773
-73.650000,40.800000,3977523.657505
-99.250000,19.700000,3959279.028238
-73.450000,45.450000,3942849.612873
-118.050000,34.050000,3909943.010346
-103.350000,20.650000,3891786.559032
-118.350000,34.100000,3884599.523151
-73.800000,40.500000,3884054.843474
-99.000000,19.700000,3879629.090970
-118.300000,34.150000,3866034.163314
-73.700000,40.900000,3844751.317716
-73.550000,45.400000,3840542.572475
-118.200000,33.850000,3757134.701067
-73.600000,45.650000,3751782.099976
-73.650000,40.700000,3749761.514679
-73.550000,45.650000,3744580.751597
-103.350000,20.700000,3740306.381762
-73.500000,45.400000,3718958.175084
-103.400000,20.650000,3715744.582981
-103.300000,20.650000,3690378.203208
-118.150000,33.850000,3668719.638769
-73.650000,40.850000,3657755.625201
-118.050000,33.900000,3656240.143083
-98.950000,19.200000,3653304.305048
-103.350000,20.600000,3652874.392186
-73.450000,45.600000,3648774.963153
-73.600000,45.400000,3642532.645471
-118.250000,33.850000,3640797.835781
-73.700000,45.550000,3609957.914429
-79.450000,43.650000,3599877.746583
-106.450000,31.700000,3594566.104377
-103.400000,20.700000,3591634.383664
-69.950000,18.500000,3580325.023817
-99.100000,19.750000,3579711.091746
-79.450000,43.700000,3562976.367282
-73.400000,45.500000,3560254.882044
-98.900000,19.550000,3557472.080186
-73.700000,40.650000,3543771.069522
-73.650000,45.650000,3539539.122906
-99.150000,19.750000,3532826.706387
-103.300000,20.700000,3524321.941183
-106.400000,31.700000,3518797.023934
-73.700000,45.500000,3491501.826801
-74.050000,40.950000,3491118.747832
-103.300000,20.600000,3486916.464366
-99.150000,19.200000,3469596.152218
-103.400000,20.600000,3468962.941055
-106.450000,31.750000,3467940.398171
-118.100000,34.150000,3467505.625761
-98.900000,19.250000,3455289.260926
-73.900000,41.000000,3454558.393942
-73.400000,45.550000,3448620.902650
-73.500000,45.650000,3448491.843790
-118.100000,33.850000,3429253.648767
-118.350000,33.900000,3419326.040470
-73.950000,41.000000,3418173.099839
-118.050000,34.100000,3415822.602876
-69.950000,18.450000,3415764.786636
-69.900000,18.500000,3414672.003885
-73.750000,40.600000,3409012.056851
-70.000000,18.500000,3405885.854426
-79.400000,43.700000,3400257.559155
-79.400000,43.650000,3399930.507335
-73.700000,45.600000,3387881.308359
-106.400000,31.750000,3383734.902150
-79.500000,43.650000,3382627.094818
-69.950000,18.550000,3368888.384186
-99.050000,19.750000,3343127.797437
-106.450000,31.650000,3340354.126072
-73.400000,45.450000,3329436.766294
-100.300000,25.750000,3325002.463066
-73.850000,41.000000,3324887.092993
-106.500000,31.700000,3317062.239398
-100.300000,25.700000,3316909.040662
-118.300000,33.850000,3312702.348438
-100.250000,25.750000,3310280.449284
-73.450000,45.400000,3297363.283678
-79.500000,43.700000,3295131.078417
-100.250000,25.700000,3293180.200010
-106.400000,31.650000,3280431.395368
-101.700000,21.100000,3278110.706556
-118.050000,33.850000,3261062.293734
-70.000000,18.450000,3259267.984559
-69.900000,18.450000,3253175.438433
-73.650000,45.400000,3252410.494908
-79.450000,43.750000,3246478.095659
-87.700000,41.900000,3240221.847635
-103.350000,20.750000,3215570.418971
-69.900000,18.550000,3214386.668166
-87.650000,41.900000,3212884.521369
-103.450000,20.650000,3212608.536887
-106.500000,31.750000,3211602.103178
-118.400000,34.000000,3205391.607504
-118.200000,34.200000,3202541.958016
-118.250000,34.200000,3199680.024806
-70.000000,18.550000,3199398.581672
-99.200000,19.750000,3199355.852375
-118.400000,34.050000,3191175.641673
-118.350000,34.150000,3187934.195375
-103.250000,20.650000,3186100.101219
-73.650000,40.650000,3179303.101081
-79.550000,43.650000,3165790.065241
-79.350000,43.700000,3155344.056100
-98.850000,19.400000,3149742.156628
-79.350000,43.650000,3142846.794487
-87.700000,41.850000,3136906.581073
-79.400000,43.750000,3129540.613767
-101.750000,21.100000,3122366.057039
-79.450000,43.600000,3120926.281670
-103.450000,20.700000,3119920.612632
-74.000000,41.000000,3114237.430180
-101.700000,21.050000,3109760.768691
-103.350000,20.550000,3108304.940749
-103.400000,20.750000,3107187.590174
-87.650000,41.850000,3106222.520735
-106.350000,31.700000,3105342.978978
-77.000000,38.900000,3102595.724640
-101.700000,21.150000,3097903.566350
-101.650000,21.100000,3094331.415408
-79.550000,43.700000,3088456.058407
-87.700000,41.950000,3081792.584335
-106.500000,31.650000,3071669.815629
-73.750000,45.550000,3051158.770320
-87.650000,41.950000,3051032.087149
-103.250000,20.600000,3033004.786633
-73.700000,45.450000,3026839.543207
-87.750000,41.900000,3026821.843114
-77.050000,38.900000,3026699.299791
-73.650000,40.900000,3025364.587643
-73.400000,45.600000,3022795.645731
-103.250000,20.700000,3020876.613782
-118.400000,33.950000,3018266.394932
-100.300000,25.800000,3015522.648143
-100.300000,25.650000,3012830.705865
-100.250000,25.800000,3011799.791384
-106.450000,31.800000,3010403.367148
-103.300000,20.750000,3009217.331844
-98.850000,19.350000,2997901.924951
-100.350000,25.750000,2989626.293474
-76.950000,38.900000,2988938.847593
-103.450000,20.600000,2987539.190831
-103.300000,20.550000,2986504.165423
-118.150000,34.200000,2986256.797546
-99.650000,19.300000,2985983.010594
-77.000000,38.850000,2985623.740913
-79.500000,43.750000,2985409.879389
-100.250000,25.650000,2984523.144871
-100.350000,25.700000,2983858.154678
-100.200000,25.750000,2976198.164203
-106.350000,31.750000,2975482.941563
-79.500000,43.600000,2973985.713316
-101.750000,21.150000,2965176.552560
-77.000000,38.950000,2962421.069535
-101.750000,21.050000,2961852.117461
-117.100000,32.600000,2960136.173004
-100.200000,25.700000,2959449.470730
-73.800000,41.000000,2943669.308701
-101.650000,21.050000,2940738.091856
-87.750000,41.850000,2939831.502412
-70.050000,18.500000,2937296.246298
-103.400000,20.550000,2936154.246692
-73.750000,45.500000,2931415.792490
-69.850000,18.500000,2931412.713763
-98.900000,19.600000,2929182.767678
-106.400000,31.800000,2926534.468413
-77.050000,38.950000,2925941.041563
-73.700000,40.950000,2925259.562621
-101.650000,21.150000,2921927.547886
-69.950000,18.400000,2918819.136596
-76.950000,38.850000,2912820.043471
-98.850000,19.300000,2911402.857452
-79.350000,43.750000,2910573.757163
-73.450000,45.650000,2908274.048698
-106.350000,31.650000,2905016.485316
-79.400000,43.600000,2903667.799988
-87.750000,41.950000,2902117.970896
-98.850000,19.450000,2898852.181132
-117.050000,32.600000,2897686.706635
-99.600000,19.300000,2894072.900873
-117.100000,32.550000,2891830.945918
-73.700000,45.650000,2891091.684106
-73.750000,45.600000,2889675.084449
-117.100000,32.650000,2887661.772061
-99.000000,19.750000,2887465.434342
-77.050000,38.850000,2882749.712865
-87.600000,41.900000,2879836.938464
-117.050000,32.550000,2877654.224981
-118.300000,34.200000,2871254.016631
-99.300000,19.700000,2865876.981778
-99.650000,19.250000,2865549.197498
-82.350000,23.100000,2862449.019024
-69.950000,18.600000,2846738.099154
-118.400000,34.100000,2844426.503515
-98.900000,19.200000,2826490.543674
-79.550000,43.750000,2822107.417521
-70.050000,18.450000,2820434.682561
-100.400000,20.600000,2816190.395054
-98.950000,19.700000,2814858.453992
-76.950000,38.950000,2814540.710235
-118.050000,34.150000,2801031.872236
-106.500000,31.800000,2799336.903260
-99.200000,19.200000,2799061.471640
-99.650000,19.350000,2798736.480929
-79.550000,43.600000,2798211.701616
-73.400000,45.400000,2797838.857328
-73.600000,45.700000,2796505.382153
-70.000000,18.400000,2793522.711451
-73.550000,45.350000,2787117.587263
-117.050000,32.650000,2786873.454588
-106.450000,31.600000,2784427.322703
-99.600000,19.250000,2784335.587162
-82.350000,23.050000,2783736.839709
-69.850000,18.450000,2780969.443334
-69.900000,18.400000,2777865.402489
-87.600000,41.850000,2773374.050853
-69.850000,18.550000,2771953.559260
-79.450000,43.800000,2768449.606254
-99.700000,19.300000,2768141.218339
-118.350000,33.850000,2764097.358558
-73.500000,45.350000,2759802.922326
-70.050000,18.550000,2754040.970572
-73.550000,45.700000,2751063.711325
-106.550000,31.700000,2747946.963821
-117.150000,32.600000,2747754.237023
-106.400000,31.600000,2742547.091502
-76.900000,38.900000,2740864.336187
-87.700000,41.800000,2739681.212392
-87.600000,41.950000,2728152.007703
-82.400000,23.100000,2727686.160335
-87.650000,41.800000,2723561.486686
-117.150000,32.650000,2720371.427705
-69.900000,18.600000,2716417.434241
-103.450000,20.750000,2714080.124592
-73.600000,40.750000,2713158.186455
-77.000000,38.800000,2713015.339627
-100.200000,25.800000,2712693.521395
-79.600000,43.650000,2712628.995403
-100.350000,25.650000,2711836.702439
-100.350000,25.800000,2708158.179537
-76.900000,38.850000,2707732.118815
-99.600000,19.350000,2706662.272397
-70.000000,18.600000,2699595.382047
-73.600000,40.700000,2697617.402472
-79.400000,43.800000,2695642.536226
-79.350000,43.600000,2690083.869059
-76.950000,38.800000,2686726.513227
-100.200000,25.650000,2683731.418228
-87.700000,42.000000,2680350.790269
-82.300000,23.100000,2678971.294860
-100.450000,20.600000,2678618.115144
-101.800000,21.100000,2678154.762770
-74.050000,41.000000,2673389.493597
-106.550000,31.750000,2672099.182712
-100.400000,20.550000,2670459.710514
-73.650000,45.700000,2669961.517843
-87.800000,41.900000,2669767.504729
-118.000000,33.950000,2669104.517463
-100.400000,20.650000,2661496.173957
-79.450000,43.550000,2660763.779724
-82.400000,23.050000,2659861.280507
-117.050000,32.500000,2657769.524046
-100.350000,20.600000,2655533.247688
-82.350000,23.150000,2654833.115743
-118.000000,33.850000,2651553.499478
-99.700000,19.250000,2650821.413265
-101.700000,21.000000,2641738.015258
-118.000000,33.900000,2641592.534802
-87.650000,42.000000,2639641.963521
-117.150000,32.550000,2636374.355314
-99.250000,19.750000,2635209.941218
-117.100000,32.500000,2629088.638158
-90.550000,14.600000,2628340.294636
-117.100000,32.700000,2627578.614405
-101.700000,21.200000,2622431.526387
-70.700000,19.450000,2621719.255944
-73.350000,45.500000,2619784.313156
-103.250000,20.550000,2617236.132000
-101.600000,21.100000,2613125.850308
-90.600000,14.600000,2612831.700087
-79.600000,43.700000,2607927.021376
-73.600000,45.350000,2605551.677143
-77.050000,39.000000,2600757.958996
-77.000000,39.000000,2599810.144020
-99.550000,19.300000,2599664.100164
-99.700000,19.350000,2599575.256082
-82.300000,23.050000,2595645.354117
-99.050000,19.150000,2594707.131306
-117.000000,32.550000,2593497.141898
-87.800000,41.850000,2591193.199693
-118.400000,33.900000,2590898.831789
-77.050000,38.800000,2587575.709037
-118.100000,34.200000,2586104.081662
-99.100000,19.800000,2583175.032109
-87.800000,41.950000,2582818.194986
-98.850000,19.250000,2582671.599676
-79.500000,43.550000,2576612.671895
-117.000000,32.600000,2575603.353647
-98.850000,19.500000,2567644.870833
-87.750000,41.800000,2567434.773269
-106.350000,31.800000,2563208.786166
-77.100000,38.900000,2562769.428072
-76.900000,38.950000,2562695.944495
-100.400000,25.700000,2561916.533434
-103.250000,20.750000,2559928.606966
-100.400000,25.750000,2552555.429233
-106.500000,31.600000,2552247.420521
-79.300000,43.700000,2551504.487150
-101.800000,21.150000,2549948.979114
-87.750000,42.000000,2548853.424137
-101.800000,21.050000,2545081.664468
-112.000000,33.450000,2544837.501169
-99.000000,19.150000,2544702.239384
-100.450000,20.550000,2542384.281611
-77.100000,38.950000,2538004.689484
-90.550000,14.650000,2536898.566938
-71.100000,42.350000,2533886.393042
-76.900000,38.800000,2533758.440365
-106.550000,31.650000,2533632.929044
-79.500000,43.800000,2532842.242165
-100.450000,20.650000,2529772.265898
-79.300000,43.650000,2527164.795072
-82.400000,23.150000,2521995.843269
-73.750000,45.450000,2519896.418056
-103.450000,20.550000,2518719.898415
-101.750000,21.200000,2518485.175531
-101.750000,21.000000,2517217.318596
-79.350000,43.800000,2516791.825222
-100.350000,20.550000,2516254.450766
-103.350000,20.800000,2513092.776756
-100.350000,20.650000,2510916.462365
-71.050000,42.350000,2510436.908567
-73.350000,45.550000,2508082.790370
-117.150000,32.700000,2507792.920258
-90.600000,14.650000,2507166.816484
-99.150000,19.800000,2506493.910387
-117.050000,32.700000,2504724.363305
-101.650000,21.000000,2504025.232316
-99.550000,19.250000,2499894.604628
-73.500000,45.700000,2499601.761990
-112.000000,33.400000,2497673.788829
-118.000000,33.800000,2496819.747489
-70.700000,19.400000,2496578.760321
-100.150000,25.750000,2495242.980053
-82.300000,23.150000,2493871.742764
-100.250000,25.850000,2491392.077088
-73.750000,45.650000,2490210.943878
-73.600000,40.800000,2488600.047157
-70.700000,19.500000,2487432.150541
-95.350000,29.750000,2487394.614021
-70.650000,19.450000,2486724.269659
-100.150000,25.700000,2486403.340409
-101.600000,21.050000,2486032.752916
-100.300000,25.850000,2485531.999636
-100.300000,25.600000,2484663.600986
-73.450000,45.350000,2479717.800860
-106.300000,31.700000,2477432.604733
-103.200000,20.650000,2476254.674273
-99.100000,19.150000,2474466.232757
-99.650000,19.200000,2473991.335739
-73.350000,45.450000,2468362.912296
-90.550000,14.550000,2467809.888823
-101.600000,21.150000,2467459.973515
-90.600000,14.550000,2467398.143077
-101.650000,21.200000,2465050.872713
-71.100000,42.400000,2465030.816894
-111.950000,33.400000,2464684.656688
-70.750000,19.450000,2463882.052558
-82.350000,23.000000,2460641.302980
-79.600000,43.600000,2460339.247762
-111.950000,33.450000,2459090.758070
-100.250000,25.600000,2458724.641999
-117.950000,33.850000,2457824.946896
-99.050000,19.800000,2457686.945125
-73.750000,41.000000,2453536.644144
-71.050000,42.400000,2451943.849729
-117.000000,32.650000,2448430.269971
-79.400000,43.550000,2447474.328238
-117.950000,33.950000,2447404.537325
-90.500000,14.600000,2446819.751906
-103.400000,20.800000,2442684.347815
-76.950000,39.000000,2442572.700463
-106.350000,31.600000,2436059.208718
-99.550000,19.350000,2434421.917003
-87.600000,41.800000,2433778.633167
-117.000000,32.500000,2428587.238645
-73.600000,40.650000,2428183.472869
-79.550000,43.550000,2427818.556157
-70.050000,18.400000,2425192.696316
-112.050000,33.450000,2423132.455873
-103.500000,20.650000,2422477.562744
-117.950000,33.900000,2417343.754078
-103.350000,20.500000,2415130.794731
-99.600000,19.200000,2412177.993819
-118.350000,34.200000,2408154.652263
-95.350000,29.700000,2407813.549761
-79.550000,43.800000,2404364.095361
-95.300000,29.750000,2401995.671832
-71.100000,42.300000,2399934.684834
-73.700000,45.400000,2399414.833241
-73.400000,45.650000,2393203.595637
-77.100000,38.850000,2393134.443269
-118.050000,33.800000,2389269.633935
-70.650000,19.400000,2381229.664700
-103.500000,20.700000,2378418.053117
-72.350000,18.550000,2377433.730450
-90.500000,14.650000,2377266.260089
-71.050000,42.300000,2375593.365195
-103.200000,20.600000,2374722.776678
-79.300000,43.750000,2367444.766216
-106.300000,31.750000,2366675.037307
-79.600000,43.750000,2366648.276579
-82.400000,23.000000,2366305.134116
-69.850000,18.400000,2362255.593035
-99.650000,19.400000,2359948.904288
-90.650000,14.600000,2356284.017448
-117.150000,32.500000,2355844.246362
-70.650000,19.500000,2355609.930195
-118.000000,34.000000,2354701.291706
-74.100000,40.950000,2354223.816810
-71.150000,42.350000,2352933.096945
-82.450000,23.100000,2352332.718980
-69.850000,18.600000,2352255.255299
-87.600000,42.000000,2350813.568955
-72.350000,18.600000,2349710.594113
-74.250000,40.700000,2349393.454908
-112.000000,33.500000,2349387.784673
-98.900000,19.650000,2343358.418861
-106.450000,31.850000,2342773.458652
-95.300000,29.700000,2341140.286061
-70.750000,19.500000,2341004.883639
-106.550000,31.800000,2340929.635513
-100.400000,25.650000,2339773.723513
-103.300000,20.500000,2338000.659991
-103.300000,20.800000,2336803.072220
-70.750000,19.400000,2336100.921604
-95.400000,29.750000,2335133.638419
-111.900000,33.400000,2334819.159357
-103.200000,20.700000,2332745.299712
-117.950000,33.800000,2324622.510606
-106.300000,31.650000,2324282.356512
-72.300000,18.550000,2322616.592520
-70.050000,18.600000,2319308.629734
-69.800000,18.500000,2317658.506237
-74.250000,40.650000,2317297.179260
-112.050000,33.400000,2315495.984136
-99.750000,19.300000,2315432.926350
-118.400000,34.150000,2314099.785552
-76.850000,38.850000,2313073.292661
-117.900000,33.850000,2312413.765269
-77.100000,39.000000,2308746.826577
-98.250000,19.100000,2308574.983306
-87.550000,41.900000,2306606.307832
-82.450000,23.050000,2306186.430400
-76.850000,38.900000,2305864.492391
-98.950000,19.150000,2303117.578576
-87.800000,42.000000,2302267.329638
-100.400000,25.800000,2300118.621450
-112.050000,33.500000,2298427.740955
-111.900000,33.450000,2296944.891054
-117.200000,32.650000,2295684.423828
-87.700000,41.750000,2295330.621050
-72.300000,18.600000,2291972.822772
-100.500000,20.600000,2291849.655282
-117.200000,32.600000,2291242.473537
-98.200000,19.100000,2290917.457034
-71.150000,42.400000,2289356.647448
-95.350000,29.800000,2286656.176214
-99.700000,19.200000,2281879.771923
-82.300000,23.000000,2281051.525766
-90.500000,14.550000,2280315.922997
-73.650000,45.350000,2279454.014747
-99.600000,19.400000,2278429.603415
-98.200000,19.050000,2276761.372084
-87.650000,41.750000,2275126.437488
-100.150000,25.800000,2272961.494595
-103.400000,20.500000,2268749.841457
-106.400000,31.850000,2268276.997866
-79.350000,43.550000,2267676.530480
-71.000000,42.350000,2266475.142171
-77.150000,38.900000,2265249.304583
-100.400000,20.500000,2264912.479221
-100.150000,25.650000,2264687.749156
-98.250000,19.050000,2264495.931971
-82.250000,23.100000,2264019.416700
-95.400000,29.700000,2260443.249669
-73.750000,40.550000,2259512.007211
-87.800000,41.800000,2257386.329393
-73.700000,40.600000,2253303.093943
-100.400000,20.700000,2251509.535983
-87.850000,41.900000,2251103.175087
-76.950000,38.750000,2250381.662218
-100.300000,20.600000,2248996.650206
-90.650000,14.650000,2248208.521350
-77.150000,38.950000,2244987.700257
-69.950000,18.350000,2242070.959971
-90.550000,14.700000,2241477.481598
-117.900000,33.800000,2240052.538871
-90.650000,14.550000,2236256.459959
-100.200000,25.850000,2236029.973911
-111.950000,33.350000,2235209.003009
-100.350000,25.600000,2234784.004444
-77.000000,38.750000,2234604.687125
-103.500000,20.600000,2230088.387935
-74.300000,40.650000,2229398.926340
-100.350000,25.850000,2228662.867446
-71.150000,42.300000,2227973.208680
-71.100000,42.450000,2225866.328991
-111.950000,33.500000,2224297.679135
-73.700000,45.700000,2222819.260727
-87.550000,41.850000,2219114.837098
-100.200000,25.600000,2217782.238805
-112.000000,33.350000,2217481.897461
-76.900000,39.000000,2216817.974294
-71.000000,42.400000,2216316.966344
-99.200000,19.800000,2215337.846807
-72.400000,18.550000,2213904.541367
-99.750000,19.250000,2213742.059768
-90.600000,14.700000,2209019.899814
-118.450000,34.000000,2208337.908416
-118.000000,33.750000,2207549.850715
-76.850000,38.800000,2206778.888610
-82.350000,23.200000,2204184.775858
-117.900000,33.900000,2204060.910103
-95.300000,29.800000,2203859.833259
-74.300000,40.600000,2203644.433714
-118.100000,33.800000,2201890.120803
-71.050000,42.450000,2200568.881594
-82.250000,23.050000,2199797.602673
-73.650000,40.950000,2197625.370147
-99.700000,19.400000,2196621.686474
-72.400000,18.600000,2196310.010685
-69.800000,18.450000,2195928.579106
-79.400000,43.850000,2195360.590446
-69.800000,18.550000,2194513.460989
-74.250000,40.600000,2193233.256012
-99.000000,19.800000,2190887.342420
