id,file,name,land_pixels,road_pixels,density,rating,status
86,history/states/86-State_86.txt,"De Witt, AR",2481,1528,0.6158806933,7,measured
87,history/states/87-State_87.txt,"Fargo, ND",9254,2283,0.2467041279,3,measured
88,history/states/88-State_88.txt,"Vancouver Island, BC",14719,3890,0.2642842584,3,measured
89,history/states/89-State_89.txt,"Sioux Falls, SD",4601,2170,0.4716366007,6,measured
90,history/states/90-State_90.txt,"Chico, CA",4206,1923,0.4572039943,5,measured
91,history/states/91-State_91.txt,"Mitchell, SD",6968,3491,0.5010045924,6,measured
92,history/states/92-State_92.txt,"Vaudreuil-Soulanges, QC",291,207,0.7113402062,8,measured
93,history/states/93-State_93.txt,"Twin Islands, NU",54,0,0.0000000000,0,measured
94,history/states/94-State_94.txt,"Kindersley, SK",22948,5634,0.2455115914,3,measured
95,history/states/95-State_95.txt,"Saskatoon, SK",92401,22103,0.2392073679,3,measured
96,history/states/96-State_96.txt,Guantanamo Bay,871,218,0.2502870264,3,measured
97,history/states/97-State_97.txt,"Ann Arbor, MI",2564,2046,0.7979719189,8,measured
98,history/states/98-State_98.txt,"Brookings, SD",5736,2377,0.4144002789,5,measured
99,history/states/99-State_99.txt,"Rapid City, SD",7068,4118,0.5826259196,7,measured
100,history/states/100-State_100.txt,"Winnipeg, MB",42952,12318,0.2867852486,4,measured
101,history/states/101-State_101.txt,"Birmingham, AL",3204,2589,0.8080524345,9,measured
102,history/states/102-State_102.txt,"Dickinson, ND",11995,2687,0.2240100042,3,measured
103,history/states/103-State_103.txt,"Pierre, SD",6798,2249,0.3308325978,4,measured
104,history/states/104-State_104.txt,"Akimiski Island, NU",1341,0,0.0000000000,0,measured
105,history/states/105-State_105.txt,"Beatrice, NE",3870,1979,0.5113695090,6,measured
106,history/states/106-State_106.txt,"Pine Bluff, AR",3942,2960,0.7508878742,8,measured
107,history/states/107-State_107.txt,"Anticosti Island, QC",3473,16,0.0046069680,0,measured
108,history/states/108-State_108.txt,"Scottsbluff, NE",6615,2208,0.3337868481,4,measured
109,history/states/109-State_109.txt,"Fremont, NE",8888,4260,0.4792979298,6,measured
110,history/states/110-State_110.txt,"Grand Island, NE",15254,4335,0.2841877540,4,measured
111,history/states/111-State_111.txt,"Meridian, MS",8342,3200,0.3836010549,5,measured
112,history/states/112-State_112.txt,"Salina, KS",8041,3863,0.4804128840,6,measured
113,history/states/113-State_113.txt,"Cowley, KS",8727,4255,0.4875673198,6,measured
114,history/states/114-State_114.txt,"Saint Pierre, FR",96,0,0.0000000000,0,measured
115,history/states/115-State_115.txt,"Charlton Island, NU",123,0,0.0000000000,0,measured
116,history/states/116-State_116.txt,"East Lansing, MI",1692,1325,0.7830969267,8,measured
117,history/states/117-State_117.txt,"Calgary, AB",25676,5336,0.2078205328,3,measured
118,history/states/118-State_118.txt,"Miquelon, FR",15,0,0.0000000000,0,measured
119,history/states/119-State_119.txt,"Durango, CO",7008,2237,0.3192066210,4,measured
120,history/states/120-State_120.txt,"Eastern Townships, QC",33924,13290,0.3917580474,5,measured
121,history/states/121-State_121.txt,"Hardin, KY",4049,2827,0.6981970857,8,measured
122,history/states/122-State_122.txt,"Dodge City, KS",21719,9155,0.4215203278,5,measured
123,history/states/123-State_123.txt,"Alamosa, CO",3221,1125,0.3492704129,4,measured
124,history/states/124-State_124.txt,"Fort Smith, AR",4598,1796,0.3906046107,5,measured
125,history/states/125-State_125.txt,"Twin Falls, ID",5796,1549,0.2672532781,3,measured
126,history/states/126-State_126.txt,"Thornton, CO",3818,2082,0.5453116815,6,measured
127,history/states/127-State_127.txt,"Tuscaloosa, AL",6438,2981,0.4630319975,5,measured
128,history/states/128-State_128.txt,"Fort Collins, CO",4290,1807,0.4212121212,5,measured
129,history/states/129-State_129.txt,"Fort Morgan, CO",4342,1783,0.4106402579,5,measured
130,history/states/130-State_130.txt,"La Salle, LA",3357,1981,0.5901102175,7,measured
131,history/states/131-State_131.txt,"Colorado Springs, CO",4900,2082,0.4248979592,5,measured
132,history/states/132-State_132.txt,"Magladen Islands, QC",121,0,0.0000000000,0,measured
133,history/states/133-State_133.txt,"Ionia, MI",2310,1203,0.5207792208,6,measured
134,history/states/134-State_134.txt,"Lansing, MI",1233,826,0.6699107867,7,measured
135,history/states/135-State_135.txt,"Miles City, MT",17915,3808,0.2125593078,3,measured
136,history/states/136-State_136.txt,"Gillette, WY",20959,5513,0.2630373587,3,measured
137,history/states/137-State_137.txt,"North Puget Sound, WA",1744,1329,0.7620412844,8,measured
138,history/states/138-State_138.txt,"Flint, MI",2555,1634,0.6395303327,7,measured
139,history/states/139-State_139.txt,"Great Falls, MT",16637,5431,0.3264410651,4,measured
140,history/states/140-State_140.txt,"Northern Cascades, WA",14771,4068,0.2754045088,3,measured
141,history/states/141-State_141.txt,New Brunswick,24026,7449,0.3100391243,4,measured
142,history/states/142-State_142.txt,"Olympic Peninsula, WA",5508,1833,0.3327886710,4,measured
143,history/states/143-State_143.txt,"Tucson, AZ",2650,820,0.3094339623,4,measured
144,history/states/144-State_144.txt,"Idaho Falls, ID",5699,1512,0.2653097035,3,measured
145,history/states/145-State_145.txt,"Cape Breton Island, NS",5156,2776,0.5384018619,6,measured
146,history/states/146-State_146.txt,"Salt Lake City, UT",3428,1835,0.5352975496,6,measured
147,history/states/147-State_147.txt,"Ogden, UT",5267,1833,0.3480159484,4,measured
148,history/states/148-State_148.txt,"Lac-des-Eaux-Mortes, QC",271,0,0.0000000000,0,measured
149,history/states/149-State_149.txt,"Provo, UT",12129,5486,0.4523043944,5,measured
150,history/states/150-State_150.txt,"Western Okanogan Highlands, WA",5112,537,0.1050469484,1,measured
151,history/states/151-State_151.txt,"Edmundston, NB",1829,326,0.1782394751,2,measured
152,history/states/152-State_152.txt,Prince Edward Island,2546,1683,0.6610369207,7,measured
153,history/states/153-State_153.txt,"Degelis, QC",2694,299,0.1109873794,1,measured
154,history/states/154-State_154.txt,"Mount Pleasant, MI",2078,1148,0.5524542830,6,measured
155,history/states/155-State_155.txt,"Brandon, MB",13359,6381,0.4776555131,6,measured
156,history/states/156-State_156.txt,"Puget Islands, WA",2269,1209,0.5328338475,6,measured
157,history/states/157-State_157.txt,"Eastern Okanogan Highlands, WA",2868,639,0.2228033473,3,measured
158,history/states/158-State_158.txt,"Metaline Falls, WA",770,21,0.0272727273,0,measured
159,history/states/159-State_159.txt,"Hanover, MB",9856,3302,0.3350243506,4,measured
160,history/states/160-State_160.txt,"Sandpoint, ID",2594,684,0.2636854279,3,measured
161,history/states/161-State_161.txt,"Kalispell, MT",8782,2046,0.2329765429,3,measured
162,history/states/162-State_162.txt,"Essex, MA",1166,1097,0.9408233276,10,measured
163,history/states/163-State_163.txt,Nova Scotia,18995,7570,0.3985259279,5,measured
164,history/states/164-State_164.txt,"Vernal, UT",6897,1175,0.1703639263,2,measured
165,history/states/165-State_165.txt,"Shreveport, LA",5510,2680,0.4863883848,6,measured
166,history/states/166-State_166.txt,"Cypress, AB",2253,457,0.2028406569,3,measured
167,history/states/167-State_167.txt,"Maple Creek, MB",8577,629,0.0733356652,1,measured
168,history/states/168-State_168.txt,"Aroostook, ME",5186,1833,0.3534516005,4,measured
169,history/states/169-State_169.txt,"South Puget Sound, WA",3254,2333,0.7169637369,8,measured
170,history/states/170-State_170.txt,"Browning, MT",7617,1304,0.1711960089,2,measured
171,history/states/171-State_171.txt,"Fayetteville, AR",5885,2687,0.4565845370,5,measured
172,history/states/172-State_172.txt,"Columbia Basin, WA",16092,6161,0.3828610490,5,measured
173,history/states/173-State_173.txt,"Pantex Plant, TX",26,12,0.4615384615,5,measured
174,history/states/174-State_174.txt,"Saint Francis, ME",1026,0,0.0000000000,0,measured
175,history/states/175-State_175.txt,"Cedar City, UT",15759,4260,0.2703217209,3,measured
176,history/states/176-State_176.txt,"New Orleans, LA",1412,836,0.5920679887,7,measured
177,history/states/177-State_177.txt,"Butte, MT",24714,5329,0.2156267703,3,measured
178,history/states/178-State_178.txt,"Capitol Reef, UT",12333,1397,0.1132733317,0,wasteland
179,history/states/179-State_179.txt,"Willapa Hills, WA",2475,1049,0.4238383838,5,measured
180,history/states/180-State_180.txt,"Lafayette, LA",4139,1270,0.3068374003,4,measured
181,history/states/181-State_181.txt,"Moscow, ID",13586,2663,0.1960105991,3,measured
182,history/states/182-State_182.txt,"Mecklenberg, NC",4469,3002,0.6717386440,7,measured
183,history/states/183-State_183.txt,"Southern Cascades, WA",8021,2281,0.2843785064,4,measured
184,history/states/184-State_184.txt,"St. John, NB",4649,2399,0.5160249516,6,measured
185,history/states/185-State_185.txt,"Yakima, WA",7996,2565,0.3207853927,4,measured
186,history/states/186-State_186.txt,"Missoula, MT",7914,2065,0.2609299975,3,measured
187,history/states/187-State_187.txt,"Naval Submarine Base Bangor, WA",9,6,0.6666666667,7,measured
188,history/states/188-State_188.txt,"Piscataquis, ME",3386,0,0.0000000000,0,measured
189,history/states/189-State_189.txt,"Middlesex, NJ",42,37,0.8809523810,9,measured
190,history/states/190-State_190.txt,"Roseburg, OR",10437,3686,0.3531666188,4,measured
191,history/states/191-State_191.txt,"Muskegon, MI",2601,1171,0.4502114571,5,measured
192,history/states/192-State_192.txt,"Bismarck, ND",13179,3347,0.2539646407,3,measured
193,history/states/193-State_193.txt,"Grand Forks, ND",15626,4950,0.3167797261,4,measured
194,history/states/194-State_194.txt,"Conway, AR",5811,3259,0.5608329031,6,measured
195,history/states/195-State_195.txt,"Mahoosuc Range, ME",1808,116,0.0641592920,1,measured
196,history/states/196-State_196.txt,"Phillips, AR",4060,2557,0.6298029557,7,measured
197,history/states/197-State_197.txt,"Natchitoches, LA",5079,2213,0.4357156921,5,measured
198,history/states/198-State_198.txt,"Lake Charles, LA",4807,2172,0.4518410651,5,measured
199,history/states/199-State_199.txt,"Clay, MN",3590,1961,0.5462395543,6,measured
200,history/states/200-State_200.txt,"Isanti, MN",10607,5054,0.4764777977,6,measured
201,history/states/201-State_201.txt,"Vancouver, WA",484,319,0.6590909091,7,measured
202,history/states/202-State_202.txt,"Autauga, AL",2464,1407,0.5710227273,6,measured
203,history/states/203-State_203.txt,"Downeast, ME",4387,2061,0.4697971279,6,measured
204,history/states/204-State_204.txt,"Billings, MT",28226,8923,0.3161269751,4,measured
205,history/states/205-State_205.txt,"West Mahoosuc, ME",1795,401,0.2233983287,3,measured
206,history/states/206-State_206.txt,"Blue Mountains, WA",4029,1269,0.3149664929,4,measured
207,history/states/207-State_207.txt,"Somerset, ME",3171,1543,0.4865972879,6,measured
208,history/states/208-State_208.txt,"Alexandra, LA",4590,2776,0.6047930283,7,measured
209,history/states/209-State_209.txt,"Bend, OR",11640,2535,0.2177835052,3,measured
210,history/states/210-State_210.txt,"Queens, NY",229,111,0.4847161572,6,measured
211,history/states/211-State_211.txt,"Phillipsburg, MT",7198,3372,0.4684634621,6,measured
212,history/states/212-State_212.txt,"Mercer, ND",10000,1079,0.1079000000,1,measured
213,history/states/213-State_213.txt,"Orange, NY",13,12,0.9230769231,9,measured
214,history/states/214-State_214.txt,"Dothan, AL",5023,2542,0.5060720685,6,measured
215,history/states/215-State_215.txt,"Monroe, LA",7998,3881,0.4852463116,6,measured
216,history/states/216-State_216.txt,"Western Mountains, ME",4101,2388,0.5822970007,7,measured
217,history/states/217-State_217.txt,"Pendleton, OR",20151,3886,0.1928440276,2,measured
218,history/states/218-State_218.txt,"Monteregie, QC",1762,1383,0.7849035187,8,measured
219,history/states/219-State_219.txt,"ile Marie, QC",10,10,1.0000000000,10,measured
220,history/states/220-State_220.txt,"Baker, MT",15471,2739,0.1770409153,2,measured
221,history/states/221-State_221.txt,"Penobscot Bay, ME",2111,1600,0.7579346281,8,measured
222,history/states/222-State_222.txt,"Marquette, MI",3480,1360,0.3908045977,5,measured
223,history/states/223-State_223.txt,"Great North Woods, NH",1410,1064,0.7546099291,8,measured
224,history/states/224-State_224.txt,"Cascade, ID",16723,2522,0.1508102613,2,measured
225,history/states/225-State_225.txt,"ile Jesus, QC",56,56,1.0000000000,10,measured
226,history/states/226-State_226.txt,"ile de Montreal, QC",132,131,0.9924242424,10,measured
227,history/states/227-State_227.txt,"Montgomery, Al",4543,3256,0.7167070218,8,measured
228,history/states/228-State_228.txt,"Saint Cloud, MN",8540,4369,0.5115925059,6,measured
229,history/states/229-State_229.txt,"ile Bizardl, QC",9,7,0.7777777778,8,measured
230,history/states/230-State_230.txt,"ile Perrot, QC",18,18,1.0000000000,10,measured
231,history/states/231-State_231.txt,"Northeast Kingdom, VT",1626,1064,0.6543665437,7,measured
232,history/states/232-State_232.txt,"Portland Casco Bay, ME",4262,3463,0.8125293290,9,measured
233,history/states/233-State_233.txt,"Cadillac, MI",3099,2059,0.6644078735,7,measured
234,history/states/234-State_234.txt,"Jamestown, ND",1631,155,0.0950337216,1,measured
235,history/states/235-State_235.txt,"Clarke, AL",2905,1479,0.5091222031,6,measured
236,history/states/236-State_236.txt,"Franklin, VT",1998,1289,0.6451451451,7,measured
237,history/states/237-State_237.txt,"Butler, AL",6716,3138,0.4672424062,6,measured
238,history/states/238-State_238.txt,"Alger, MI",4610,1824,0.3956616052,5,measured
239,history/states/239-State_239.txt,"Dillon, MT",10972,2275,0.2073459716,3,measured
240,history/states/240-State_240.txt,"Sugar Island, MI",34,24,0.7058823529,8,measured
241,history/states/241-State_241.txt,"Superior, WI",3314,1288,0.3886541943,5,measured
242,history/states/242-State_242.txt,"St. Lawrence, NY",3192,1850,0.5795739348,7,measured
243,history/states/243-State_243.txt,"Salmon, ID",6615,1102,0.1665910809,2,measured
244,history/states/244-State_244.txt,"White Mountains, NH",2101,1428,0.6796763446,7,measured
245,history/states/245-State_245.txt,"Manhattan, NYC",18,18,1.0000000000,10,measured
246,history/states/246-State_246.txt,"St. Joseph Island, ON",169,4,0.0236686391,0,measured
247,history/states/247-State_247.txt,"Athens, OH",4521,2864,0.6334881663,7,measured
248,history/states/248-State_248.txt,"Grand Isle, VT",24,24,1.0000000000,10,measured
249,history/states/249-State_249.txt,"Powder River, MT",7713,1443,0.1870867367,2,measured
250,history/states/250-State_250.txt,"Addison, VT",1334,697,0.5224887556,6,measured
251,history/states/251-State_251.txt,"Hayward, WI",11498,3942,0.3428422334,4,measured
252,history/states/252-State_252.txt,"Manitoulin Island, ON",1126,190,0.1687388988,2,measured
253,history/states/253-State_253.txt,"Rutland, VT",3587,2560,0.7136883189,8,measured
254,history/states/254-State_254.txt,"Drummond Island, MI",124,0,0.0000000000,0,measured
255,history/states/255-State_255.txt,"Cabell, WV",2406,1852,0.7697423109,8,measured
256,history/states/256-State_256.txt,"Hardin, MT",3233,849,0.2626043922,3,measured
257,history/states/257-State_257.txt,"Cockburn Island, ON",64,0,0.0000000000,0,wasteland
258,history/states/258-State_258.txt,"East Bozeman, MT",5292,1752,0.3310657596,4,measured
259,history/states/259-State_259.txt,"Madison, MT",2340,1104,0.4717948718,6,measured
260,history/states/260-State_260.txt,"Merrimack, NH",1648,1428,0.8665048544,9,measured
261,history/states/261-State_261.txt,"Sarasota, FL",1788,1213,0.6784116331,7,measured
262,history/states/262-State_262.txt,"Ontario, OR",16494,3508,0.2126834000,3,measured
263,history/states/263-State_263.txt,"Mackinac Island, MI",37,13,0.3513513514,4,measured
264,history/states/264-State_264.txt,"Toledo, OH",3794,3098,0.8165524512,9,measured
265,history/states/265-State_265.txt,"Stevens Point, WI",8918,3012,0.3377438888,4,measured
266,history/states/266-State_266.txt,"Dayton, OH",7084,5826,0.8224167137,9,measured
267,history/states/267-State_267.txt,"Mackinac City, MI",1142,700,0.6129597198,7,measured
268,history/states/268-State_268.txt,"Grafton, NH",1670,965,0.5778443114,7,measured
269,history/states/269-State_269.txt,"Clearwater, MN",15563,4931,0.3168412260,4,measured
270,history/states/270-State_270.txt,"Beaver Island, MI",53,13,0.2452830189,3,measured
271,history/states/271-State_271.txt,"Harding, SD",10282,1353,0.1315891850,2,measured
272,history/states/272-State_272.txt,"Iosco, MI",1585,787,0.4965299685,6,measured
273,history/states/273-State_273.txt,"Hamilton, NY",3247,1509,0.4647366800,5,measured
274,history/states/274-State_274.txt,"Strafford, NH",1343,1277,0.9508562919,10,measured
275,history/states/275-State_275.txt,"Mobridge, SD",7142,1167,0.1633996080,2,measured
276,history/states/276-State_276.txt,"Aberdeen, SD",13346,3946,0.2956691143,4,measured
277,history/states/277-State_277.txt,"Concord, NH",1445,1174,0.8124567474,9,measured
278,history/states/278-State_278.txt,"Medford, OR",6239,2252,0.3609552813,4,measured
279,history/states/279-State_279.txt,"Watertown, SD",8344,2937,0.3519894535,4,measured
280,history/states/280-State_280.txt,"Lewis, NY",4967,2885,0.5808335011,7,measured
281,history/states/281-State_281.txt,"Old Faithful, WY",673,384,0.5705794948,6,measured
282,history/states/282-State_282.txt,"Troy, NY",2251,1411,0.6268325189,7,measured
283,history/states/283-State_283.txt,"Casper, WY",16785,3553,0.2116770926,3,measured
284,history/states/284-State_284.txt,"Philadelphia, PA",223,215,0.9641255605,10,measured
285,history/states/285-State_285.txt,"Schenectady, NY",3047,1241,0.4072858549,5,measured
286,history/states/286-State_286.txt,"Richland, OH",4099,3293,0.8033666748,8,measured
287,history/states/287-State_287.txt,"Roberts, ID",10872,3585,0.3297461369,4,measured
288,history/states/288-State_288.txt,"Boise, ID",7162,2452,0.3423624686,4,measured
289,history/states/289-State_289.txt,"Baileys Harbor, WI",279,0,0.0000000000,0,measured
290,history/states/290-State_290.txt,"Grand Traverse, MI",4466,2299,0.5147783251,6,measured
291,history/states/291-State_291.txt,"Oswego, NY",2360,1055,0.4470338983,5,measured
292,history/states/292-State_292.txt,"Hillsborough, NH",533,465,0.8724202627,9,measured
293,history/states/293-State_293.txt,"Windham, VT",1570,807,0.5140127389,6,measured
294,history/states/294-State_294.txt,"Nampa, ID",8625,584,0.0677101449,1,measured
295,history/states/295-State_295.txt,"Jackson, WY",9274,2747,0.2962044425,4,measured
296,history/states/296-State_296.txt,"Crescent City, CA",2136,893,0.4180711610,5,measured
297,history/states/297-State_297.txt,"Jerome, ID",5694,1934,0.3396557780,4,measured
298,history/states/298-State_298.txt,"Marshall, MN",3743,2489,0.6649746193,7,measured
299,history/states/299-State_299.txt,"Suffolk, MA",227,227,1.0000000000,10,measured
300,history/states/300-State_300.txt,"Worchester, MA",2748,2377,0.8649927220,9,measured
301,history/states/301-State_301.txt,"Wayne, NY",2318,1700,0.7333908542,8,measured
302,history/states/302-State_302.txt,"Berkshire, MA",2191,1904,0.8690095847,9,measured
303,history/states/303-State_303.txt,"Mojave, CA",31710,8749,0.2759066541,3,measured
304,history/states/304-State_304.txt,"Saint Paul, MN",3207,1919,0.5983785469,7,measured
305,history/states/305-State_305.txt,"Chenango, NY",3055,2102,0.6880523732,8,measured
306,history/states/306-State_306.txt,"Delaware, NY",1805,782,0.4332409972,5,measured
307,history/states/307-State_307.txt,"Plymouth, MA",1988,1874,0.9426559356,10,measured
308,history/states/308-State_308.txt,"Onondaga, NY",1882,1249,0.6636556854,7,measured
309,history/states/309-State_309.txt,"Trippe, SD",14796,1743,0.1178021087,2,measured
310,history/states/310-State_310.txt,"Pocatello, ID",4271,1765,0.4132521658,5,measured
311,history/states/311-State_311.txt,"Murray, MN",3953,2598,0.6572223628,7,measured
312,history/states/312-State_312.txt,"Huron, MI",2277,1252,0.5498462890,6,measured
313,history/states/313-State_313.txt,"Monroe, NY",540,505,0.9351851852,10,measured
314,history/states/314-State_314.txt,"Genesse, NY",1774,1265,0.7130777903,8,measured
315,history/states/315-State_315.txt,"Barnstable, MA",431,397,0.9211136891,9,measured
316,history/states/316-State_316.txt,"Columbia, NY",1142,982,0.8598949212,9,measured
317,history/states/317-State_317.txt,"Mason, MI",2443,1285,0.5259926320,6,measured
318,history/states/318-State_318.txt,"Saginaw, MI",1654,1243,0.7515114873,8,measured
319,history/states/319-State_319.txt,"Providence, RI",968,931,0.9617768595,10,measured
320,history/states/320-State_320.txt,"Albany, NY",1029,977,0.9494655005,10,measured
321,history/states/321-State_321.txt,"New London, CT",2130,2030,0.9530516432,10,measured
322,history/states/322-State_322.txt,"Mankato, MN",5752,3175,0.5519819193,6,measured
323,history/states/323-State_323.txt,"Ithaca, NY",2952,2162,0.7323848238,8,measured
324,history/states/324-State_324.txt,"Lovelock, NV",11799,3380,0.2864649547,4,measured
325,history/states/325-State_325.txt,"Cattaraugus, NY",2610,1534,0.5877394636,7,measured
326,history/states/326-State_326.txt,"Buffalo, NY",423,416,0.9834515366,10,measured
327,history/states/327-State_327.txt,"Windham, NY",2817,1411,0.5008874689,6,measured
