id,file,name,owner,energy_factor,category,population,coastal,has_port,is_base,base_type,dam_sites,dam_province,reactor_sites,shared_slots,slot_budget,thermoelectric_plant,hydroelectric_plant,nuclear_reactor,schools,offices,hospitals,prisons,barracks,dockyard,radar_station,anti_air_building,missile_silo
16,history/states/16-State_16.txt,"Houghton, MI",SPM,1.11,town,41607,True,True,False,,,,,5,6,2,0,0,1,0,1,0,0,1,0,0,0
17,history/states/17-State_17.txt,"Moresby Island, BC",CAN,1.4,town,10000,True,True,False,,,,,6,6,4,1,0,0,0,0,0,0,1,0,0,0
18,history/states/18-State_18.txt,"Shannon, MO",USM,0.96,megalopolis,2035704,True,False,False,,,,,14,22,2,0,0,3,2,3,2,2,0,2,1,0
19,history/states/19-State_19.txt,"Evansville, IN",TMA,1.11,city,180113,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
20,history/states/20-State_20.txt,"Hopkins, KY",TMA,1.11,large_city,403977,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,0,0,0
21,history/states/21-State_21.txt,"Bloomington, IN",IMA,1.01,large_city,391321,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
22,history/states/22-State_22.txt,"Poplar Bluff, MO",USM,0.96,metropolis,738140,True,False,False,,,,,11,20,2,0,0,2,2,2,2,1,0,1,1,0
23,history/states/23-State_23.txt,Northern British Columbia,CAN,1.4,megalopolis,2839720,True,True,False,,,,,22,22,4,3,0,3,3,3,3,2,1,2,2,0
24,history/states/24-State_24.txt,"Louisville, KY",TMA,1.11,metropolis,1096007,True,False,False,,,,,12,20,2,0,0,2,2,2,2,2,0,1,1,0
25,history/states/25-State_25.txt,"St. Louis, MO",USM,0.96,metropolis,1027438,True,False,False,,,,,12,20,2,0,0,2,2,2,2,2,0,1,1,0
26,history/states/26-State_26.txt,World Border,ZZZ,0.6,wasteland,0,True,False,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,history/states/27-State_27.txt,"Harrisonville, MO",CKC,0.92,large_town,116289,True,False,False,,,,,3,8,0,0,0,1,0,1,1,0,0,0,0,0
28,history/states/28-State_28.txt,"St. Joseph, MO",CKC,0.92,city,225341,True,False,False,,,,,6,12,1,0,0,1,1,1,1,1,0,0,0,0
29,history/states/29-State_29.txt,"Adalair, MO",CKC,0.92,large_city,382239,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
30,history/states/30-State_30.txt,"Labrador City, NL",CAN,1.4,pastoral,840,False,False,False,,,,,1,2,1,0,0,0,0,0,0,0,0,0,0,0
31,history/states/31-State_31.txt,"Kidney Island, NU",CAN,1.4,town,10000,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
32,history/states/32-State_32.txt,"Tupelo, MS",BIR,0.89,town,58209,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
33,history/states/33-State_33.txt,"Etowah, AL",BIR,0.89,large_city,340582,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
34,history/states/34-State_34.txt,"Knox, IL",NGI,0.81,large_city,512554,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,1,0,0
35,history/states/35-State_35.txt,"Howard, IN",IMA,1.01,large_city,333894,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
36,history/states/36-State_36.txt,"Coeur d'Alene, ID",SWA,0.94,town,51588,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
37,history/states/37-State_37.txt,"Kankakee, IL",NGI,0.81,large_city,365803,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,0,0,0
38,history/states/38-State_38.txt,"Belcher Islands, NU",CAN,1.4,town,10000,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
39,history/states/39-State_39.txt,"Christian, KY",TMA,1.11,city,155511,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
40,history/states/40-State_40.txt,Eastern Northern Manitoba,CAN,1.4,large_town,20504,True,False,False,,,,,6,8,4,2,0,0,0,0,0,0,0,0,0,0
41,history/states/41-State_41.txt,"Peoria, IL",NGI,0.81,large_city,349347,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
42,history/states/42-State_42.txt,Newfoundland,CAN,1.4,large_town,4451,True,True,False,,,,,7,8,4,2,0,0,0,0,0,0,1,0,0,0
43,history/states/43-State_43.txt,"Oxford, MS",AMA,0.9,large_town,86941,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
44,history/states/44-State_44.txt,"El Dorado, AR",AMA,0.9,city,272054,True,False,False,,,,,7,12,1,0,0,2,1,1,1,1,0,0,0,0
45,history/states/45-State_45.txt,"Blanc-Sablon, QC",CAN,1.4,large_town,11625,True,False,False,,,,,6,8,4,2,0,0,0,0,0,0,0,0,0,0
46,history/states/46-State_46.txt,"Champaign, IL",NGI,0.81,large_city,415785,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,0,0,0
47,history/states/47-State_47.txt,"Little Rock, AR",AMA,0.9,metropolis,616220,True,False,False,,,,,10,20,2,0,0,2,1,2,2,1,0,1,0,0
48,history/states/48-State_48.txt,"Woodward, OK",LMA,0.84,town,29333,True,False,False,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0
49,history/states/49-State_49.txt,"Bowling Green, KY",TMA,1.11,city,198335,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
50,history/states/50-State_50.txt,"Guayama, PR",PRC,0.97,metropolis,740321,True,False,False,,,,,12,20,3,0,0,2,2,2,2,1,0,1,1,0
51,history/states/51-State_51.txt,"Petersburg, IL",NGI,0.81,city,250336,True,False,False,,,,,7,12,1,0,0,2,1,1,1,1,0,0,0,0
52,history/states/52-State_52.txt,"Platte, WI",EFG,1.3,city,160849,True,False,False,,,,,8,12,4,0,0,1,1,1,1,0,0,0,0,0
53,history/states/53-State_53.txt,Northwest Ontario,CAN,1.4,large_town,16272,True,False,False,,,,,6,8,4,2,0,0,0,0,0,0,0,0,0,0
54,history/states/54-State_54.txt,"Ottumwa, IA",SIA,0.92,large_town,66085,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
55,history/states/55-State_55.txt,"Iowa City, IA",SIA,0.92,large_city,396174,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,0,0,0
56,history/states/56-State_56.txt,"Dubuque, IA",SIA,0.92,large_city,342025,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
57,history/states/57-State_57.txt,"Waterloo, IA",SIA,0.92,city,260496,True,False,False,,,,,7,12,1,0,0,2,1,1,1,1,0,0,0,0
58,history/states/58-State_58.txt,"Covington, KY",TMA,1.11,metropolis,877201,True,False,False,,,,,11,20,2,0,0,2,2,2,2,1,0,1,1,0
59,history/states/59-State_59.txt,"Indianapolis, IN",IMA,1.01,megalopolis,1623346,False,False,False,,,,,16,22,4,0,0,3,2,3,2,2,0,2,1,0
60,history/states/60-State_60.txt,"Des Moines, IA",SIA,0.92,large_city,577798,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,1,0,0
61,history/states/61-State_61.txt,Illinois,CAN,1.4,enclave,500,True,False,False,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,history/states/62-State_62.txt,"Vancouver, BC",CAN,1.4,metropolis,854441,True,False,False,,,,,16,20,4,3,0,2,2,2,2,1,0,1,1,0
63,history/states/63-State_63.txt,Northern Saskatchwan,CAN,1.4,large_town,9343,True,False,False,,,,,6,8,4,2,0,0,0,0,0,0,0,0,0,0
64,history/states/64-State_64.txt,"North Kansas City, MO",CKC,0.92,city,223826,True,False,False,,,,,6,12,1,0,0,1,1,1,1,1,0,0,0,0
65,history/states/65-State_65.txt,"Rochester, MN",SMN,0.98,city,136911,True,False,False,,,,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
66,history/states/66-State_66.txt,"Milwaukee, WI",EFG,1.3,megalopolis,1814987,True,True,False,,,,,20,22,4,2,0,3,2,3,2,2,2,2,1,0
67,history/states/67-State_67.txt,"Sioux City, IA",SIA,0.92,large_city,368173,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
68,history/states/68-State_68.txt,"Green Bay, WI",EFG,1.3,city,187338,True,True,False,,,,,9,12,4,0,0,1,1,1,1,0,1,0,0,0
69,history/states/69-State_69.txt,Ontario,CAN,1.4,megalopolis,2643584,True,True,False,,,,,21,22,4,3,0,3,2,3,2,2,2,2,1,0
70,history/states/70-State_70.txt,"Jackson, TN",TMA,1.11,large_city,420770,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,0,0,0
71,history/states/71-State_71.txt,"Land Between The Lakes, TN",TMA,1.11,town,28800,True,False,False,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0
72,history/states/72-State_72.txt,"Madison, WI",EFG,1.3,metropolis,853106,True,False,False,,,,,15,20,4,2,0,2,2,2,2,1,0,1,1,0
73,history/states/73-State_73.txt,"Lexington, KY",TMA,1.11,large_city,304543,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,0,0,0
74,history/states/74-State_74.txt,"Kalamazoo, MI",EFG,1.3,large_city,570993,False,False,False,,,,,12,16,4,1,0,2,1,2,1,1,0,1,0,0
75,history/states/75-State_75.txt,"Eau Claire, WI",SWI,0.75,large_city,498759,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,1,0,0
76,history/states/76-State_76.txt,"Appleton, WI",EFG,1.3,large_city,570709,True,False,False,,,,,12,16,4,1,0,2,1,2,1,1,0,1,0,0
77,history/states/77-State_77.txt,"Kansas City, MO",CKC,0.92,city,270737,True,False,False,,,,,7,12,1,0,0,2,1,1,1,1,0,0,0,0
78,history/states/78-State_78.txt,"Tippecanoe, IN",IMA,1.01,large_city,350462,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
79,history/states/79-State_79.txt,"Oshkosh, WI",EFG,1.3,city,208905,True,False,False,,,,,9,12,4,0,0,1,1,1,1,1,0,0,0,0
80,history/states/80-State_80.txt,"Wausau, WI",SWI,0.75,city,146608,True,False,False,,,,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
81,history/states/81-State_81.txt,"La Crosse, WI",SWI,0.75,city,162941,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
82,history/states/82-State_82.txt,"Minot, ND",SDA,0.77,large_town,96340,False,False,False,,,,,4,8,1,0,0,1,0,1,1,0,0,0,0,0
83,history/states/83-State_83.txt,"Delaware, IN",IMA,1.01,large_city,411229,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
84,history/states/84-State_84.txt,"Willis, ND",SDA,0.77,town,44148,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
85,history/states/85-State_85.txt,"Edmonton, AB",CAN,1.4,megalopolis,1838927,True,False,False,,,,,19,22,4,3,0,3,2,3,2,2,0,2,1,0
86,history/states/86-State_86.txt,"De Witt, AR",AMA,0.9,rural,9091,True,False,False,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0
87,history/states/87-State_87.txt,"Fargo, ND",SDA,0.77,city,291140,True,False,False,,,,,7,12,1,0,0,2,1,1,1,1,0,0,0,0
88,history/states/88-State_88.txt,"Vancouver Island, BC",CAN,1.4,city,185101,True,True,False,,,,,12,12,4,3,0,1,1,1,1,0,1,0,0,0
89,history/states/89-State_89.txt,"Sioux Falls, SD",SSD,0.77,city,233389,True,False,False,,,,,6,12,1,0,0,1,1,1,1,1,0,0,0,0
90,history/states/90-State_90.txt,"Chico, CA",SCA,1.3,large_city,426454,False,False,False,,,,,14,16,4,3,0,2,1,2,1,1,0,0,0,0
91,history/states/91-State_91.txt,"Mitchell, SD",SSD,0.77,large_town,71116,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
92,history/states/92-State_92.txt,"Vaudreuil-Soulanges, QC",CAN,1.4,city,73886,True,False,False,,,,,9,12,4,3,0,1,0,1,0,0,0,0,0,0
93,history/states/93-State_93.txt,"Twin Islands, NU",CAN,1.4,town,10000,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
94,history/states/94-State_94.txt,"Kindersley, SK",CAN,1.4,large_city,341501,True,False,False,,,,,14,16,4,3,0,2,1,2,1,1,0,0,0,0
95,history/states/95-State_95.txt,"Saskatoon, SK",CAN,1.4,metropolis,603081,True,False,False,,,,,15,20,4,3,0,2,1,2,2,1,0,1,0,0
96,history/states/96-State_96.txt,Guantanamo Bay,CUB,1.4,town,24923,True,False,False,,,,,2,6,2,0,0,0,0,0,0,0,0,0,0,0
97,history/states/97-State_97.txt,"Ann Arbor, MI",EFG,1.3,metropolis,785702,True,False,False,,,,,14,20,3,2,0,2,2,2,2,1,0,1,1,0
98,history/states/98-State_98.txt,"Brookings, SD",SSD,0.77,large_town,110990,True,False,False,,,,,4,8,1,0,0,1,0,1,1,0,0,0,0,0
99,history/states/99-State_99.txt,"Rapid City, SD",WAR,0.83,city,249310,True,False,False,,,,,6,12,1,0,0,1,1,1,1,1,0,0,0,0
100,history/states/100-State_100.txt,"Winnipeg, MB",CAN,1.4,city,98154,True,False,False,,,,,10,12,4,3,0,1,0,1,1,0,0,0,0,0
101,history/states/101-State_101.txt,"Birmingham, AL",BIR,0.89,large_city,512470,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,1,0,0
102,history/states/102-State_102.txt,"Dickinson, ND",WAR,0.83,large_town,79205,True,False,False,,,,,3,8,1,0,0,1,0,1,0,0,0,0,0,0
103,history/states/103-State_103.txt,"Pierre, SD",DMA,1.02,large_town,82277,True,False,False,,Oahe Dam,1179,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
104,history/states/104-State_104.txt,"Akimiski Island, NU",CAN,1.4,town,10000,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
105,history/states/105-State_105.txt,"Beatrice, NE",OMA,1.0,large_town,89072,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
106,history/states/106-State_106.txt,"Pine Bluff, AR",AMA,0.9,town,28337,True,False,False,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0
107,history/states/107-State_107.txt,"Anticosti Island, QC",CAN,1.4,town,10000,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
108,history/states/108-State_108.txt,"Scottsbluff, NE",DMA,1.02,large_town,60455,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
109,history/states/109-State_109.txt,"Fremont, NE",OMA,1.0,large_city,547935,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,1,0,0
110,history/states/110-State_110.txt,"Grand Island, NE",DMA,1.02,large_city,311775,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,0,0,0
111,history/states/111-State_111.txt,"Meridian, MS",BIR,0.89,large_town,62033,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
112,history/states/112-State_112.txt,"Salina, KS",OMA,1.0,city,298802,True,False,False,,,,,7,12,1,0,0,2,1,1,1,1,0,0,0,0
113,history/states/113-State_113.txt,"Cowley, KS",OMA,1.0,large_city,475056,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,1,0,0
114,history/states/114-State_114.txt,"Saint-Pierre-et-Miquelon, FR",FRA,1.4,enclave,3,True,False,False,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
115,history/states/115-State_115.txt,"Charlton Island, NU",CAN,1.4,town,10000,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
116,history/states/116-State_116.txt,"East Lansing, MI",WOL,0.75,large_city,548166,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,1,0,0
117,history/states/117-State_117.txt,"Calgary, AB",CAN,1.4,metropolis,1386710,True,False,False,,,,,19,20,4,3,0,3,2,3,2,2,0,1,1,0
118,history/states/118-State_118.txt,"Miquelon, FR",FRA,1.4,enclave,500,True,False,False,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
119,history/states/119-State_119.txt,"Durango, CO",DMA,1.02,large_town,81579,True,False,False,,,,,2,8,0,0,0,1,0,1,0,0,0,0,0,0
120,history/states/120-State_120.txt,"Eastern Townships, QC",CAN,1.4,megalopolis,1235785,True,True,False,,,,,21,22,4,3,0,3,2,3,2,2,2,1,1,0
121,history/states/121-State_121.txt,"Hardin, KY",TMA,1.11,city,251306,True,False,False,,,,,7,12,1,0,0,2,1,1,1,1,0,0,0,0
122,history/states/122-State_122.txt,"Dodge City, KS",DMA,1.02,city,157902,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
123,history/states/123-State_123.txt,"Alamosa, CO",MNM,0.89,town,22420,True,False,False,,,,,1,6,1,0,0,0,0,0,0,0,0,0,0,0
124,history/states/124-State_124.txt,"Fort Smith, AR",AMA,0.9,large_city,367599,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
125,history/states/125-State_125.txt,"Twin Falls, ID",BAR,0.82,rural,6649,True,False,False,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0
126,history/states/126-State_126.txt,"Thornton, CO",DMA,1.02,large_city,444677,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,0,0,0
127,history/states/127-State_127.txt,"Tuscaloosa, AL",BIR,0.89,large_town,112087,True,False,False,,,,,4,8,1,0,0,1,0,1,1,0,0,0,0,0
128,history/states/128-State_128.txt,"Fort Collins, CO",DMA,1.02,city,259338,True,False,False,,,,,7,12,1,0,0,2,1,1,1,1,0,0,0,0
129,history/states/129-State_129.txt,"Fort Morgan, CO",DMA,1.02,large_city,589648,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,1,0,0
130,history/states/130-State_130.txt,"La Salle, LA",NOM,1.01,city,171819,True,False,False,,,,,6,12,2,0,0,1,1,1,1,0,0,0,0,0
131,history/states/131-State_131.txt,"Colorado Springs, CO",DMA,1.02,large_city,465452,True,False,False,,,,,8,16,1,0,0,2,1,2,1,1,0,1,0,0
132,history/states/132-State_132.txt,"Magladen Islands, QC",CAN,1.4,town,10000,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
133,history/states/133-State_133.txt,"Ionia, MI",WOL,0.75,city,235041,True,False,False,,,,,6,12,1,0,0,1,1,1,1,1,0,0,0,0
134,history/states/134-State_134.txt,"Lansing, MI",EFG,1.3,city,151651,True,False,False,,,,,8,12,4,0,0,1,1,1,1,0,0,0,0,0
135,history/states/135-State_135.txt,"Miles City, MT",MMS,0.8,city,152060,True,False,False,,Fort Peck Dam,789,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
136,history/states/136-State_136.txt,"Gillette, WY",WAR,0.83,large_town,112512,True,False,False,,,,,3,8,0,0,0,1,0,1,1,0,0,0,0,0
137,history/states/137-State_137.txt,"North Puget Sound, WA",SWA,0.94,megalopolis,1675440,True,True,False,,,,,16,22,2,0,0,3,2,3,2,2,2,2,1,0
138,history/states/138-State_138.txt,"Flint, MI",WOL,0.75,metropolis,792241,False,False,False,,,,,11,20,2,0,0,2,2,2,2,1,0,1,1,0
139,history/states/139-State_139.txt,"Great Falls, MT",MMS,0.8,town,48200,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
140,history/states/140-State_140.txt,"Northern Cascades, WA",SWA,0.94,metropolis,686408,True,False,False,,,,,10,20,2,0,0,2,1,2,2,1,0,1,0,0
141,history/states/141-State_141.txt,New Brunswick,CAN,1.4,large_town,41026,True,True,False,,,,,8,8,4,2,0,1,0,1,0,0,0,0,0,0
142,history/states/142-State_142.txt,"Olympic Peninsula, WA",SWA,0.94,city,148638,True,True,False,,,,,5,12,1,0,0,1,0,1,1,0,1,0,0,0
143,history/states/143-State_143.txt,"Tucson, AZ",AMO,0.89,metropolis,724314,False,False,False,,,,,11,20,2,0,0,2,2,2,2,1,0,1,1,0
144,history/states/144-State_144.txt,"Idaho Falls, ID",WAR,0.83,city,130877,True,False,False,,,,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
145,history/states/145-State_145.txt,"Cape Breton Island, NS",CAN,1.4,large_town,10000,True,True,False,,,,,7,8,4,2,0,0,0,0,0,0,1,0,0,0
146,history/states/146-State_146.txt,"Salt Lake City, UT",SUT,0.84,metropolis,1025425,False,False,False,,,,,13,20,3,0,0,2,2,2,2,2,0,1,1,0
147,history/states/147-State_147.txt,"Ogden, UT",WAR,0.83,large_city,411062,False,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,0,0,0
148,history/states/148-State_148.txt,"Lac-des-Eaux-Mortes, QC",CAN,1.4,town,1028,False,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
149,history/states/149-State_149.txt,"Provo, UT",SUT,0.84,city,263285,True,False,False,,,,,7,12,1,0,0,2,1,1,1,1,0,0,0,0
150,history/states/150-State_150.txt,"Western Okanogan Highlands, WA",SWA,0.94,town,34848,True,False,False,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0
151,history/states/151-State_151.txt,"Edmundston, NB",CAN,1.4,town,17801,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
152,history/states/152-State_152.txt,Prince Edward Island,CAN,1.4,city,63297,True,True,False,,,,,10,12,4,3,0,1,0,1,0,0,1,0,0,0
153,history/states/153-State_153.txt,"Degelis, QC",CAN,1.4,town,14555,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
154,history/states/154-State_154.txt,"Mount Pleasant, MI",WOL,0.75,city,149898,False,False,False,,,,,4,12,1,0,0,1,0,1,1,0,0,0,0,0
155,history/states/155-State_155.txt,"Brandon, MB",CAN,1.4,metropolis,860487,True,False,False,,,,,16,20,4,3,0,2,2,2,2,1,0,1,1,0
156,history/states/156-State_156.txt,"Puget Islands, WA",SWA,0.94,city,279927,True,True,False,,,,,8,12,1,0,0,2,1,1,1,1,1,0,0,0
157,history/states/157-State_157.txt,"Eastern Okanogan Highlands, WA",SWA,0.94,town,28164,True,False,False,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0
158,history/states/158-State_158.txt,"Metaline Falls, WA",SWA,0.94,enclave,526,True,False,False,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159,history/states/159-State_159.txt,"Hanover, MB",CAN,1.4,city,83610,True,False,False,,,,,9,12,4,3,0,1,0,1,0,0,0,0,0,0
160,history/states/160-State_160.txt,"Sandpoint, ID",SWA,0.94,town,25100,True,False,False,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0
161,history/states/161-State_161.txt,"Kalispell, MT",MMS,0.8,large_town,109675,True,False,False,,Hungry Horse Dam,954,,4,8,1,0,0,1,0,1,1,0,0,0,0,0
162,history/states/162-State_162.txt,"Essex, MA",BRA,1.04,metropolis,1497626,True,False,False,,,,,16,20,4,0,0,3,2,3,2,2,0,1,1,0
163,history/states/163-State_163.txt,Nova Scotia,CAN,1.4,large_town,38892,True,True,False,,,,,8,8,4,2,0,0,0,1,0,0,1,0,0,0
164,history/states/164-State_164.txt,"Vernal, UT",SUT,0.84,town,40121,True,False,False,,,,,2,6,0,0,0,1,0,1,0,0,0,0,0,0
165,history/states/165-State_165.txt,"Shreveport, LA",NOM,1.01,city,183786,True,False,False,,,,,5,12,1,0,0,1,1,1,1,0,0,0,0,0
166,history/states/166-State_166.txt,"Cypress, AB",CAN,1.4,town,5431,False,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
167,history/states/167-State_167.txt,"Maple Creek, SK",CAN,1.4,city,41627,False,False,False,,,,,9,12,4,3,0,1,0,1,0,0,0,0,0,0
168,history/states/168-State_168.txt,"Aroostook, ME",CMM,0.99,city,126297,True,False,False,,,,,6,12,3,0,0,1,0,1,1,0,0,0,0,0
169,history/states/169-State_169.txt,"South Puget Sound, WA",SWA,0.94,metropolis,1127342,True,True,False,,,,,14,20,2,0,0,2,2,2,2,2,2,1,1,0
170,history/states/170-State_170.txt,"Browning, MT",MMS,0.8,town,30063,True,False,False,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0
171,history/states/171-State_171.txt,"Fayetteville, AR",AMA,0.9,large_city,506197,True,False,False,,,,,9,16,2,0,0,2,1,2,1,1,0,1,0,0
172,history/states/172-State_172.txt,"Columbia Basin, WA",SWA,0.94,metropolis,712010,True,False,False,,Grand Coulee Dam|Chief Joseph Dam,465,,11,20,2,0,0,2,2,2,2,1,0,1,1,0
173,history/states/173-State_173.txt,"Pantex Plant, TX",DMA,1.02,city,160314,False,False,True,plant,,,,2,12,1,0,0,0,0,0,0,1,0,0,0,0
174,history/states/174-State_174.txt,"Saint Francis, ME",CAN,1.4,town,8865,True,False,False,,,,,5,6,4,1,0,0,0,0,0,0,0,0,0,0
175,history/states/175-State_175.txt,"Cedar City, UT",SUT,0.84,large_town,80800,True,False,False,,,,,3,8,1,0,0,1,0,1,0,0,0,0,0,0
