id,file,name,current_manpower,estimated_population,estimate_source,grid_raw,scaled_population,city_sum,city_validation_note
103,history/states/103-State_103.txt,"Pierre, SD",25220,82586,grid_2000_scaled,78993,82586,0,
104,history/states/104-State_104.txt,"Akimiski Island, NU",10000,10000,special_override,0,10000,0,
105,history/states/105-State_105.txt,"Beatrice, NE",14624,89407,grid_2000_scaled,85517,89407,15026,
106,history/states/106-State_106.txt,"Pine Bluff, AR",16330,28444,grid_2000_scaled,27206,28444,9820,
107,history/states/107-State_107.txt,"Anticosti Island, QC",10000,10000,special_override,0,10000,0,
108,history/states/108-State_108.txt,"Scottsbluff, NE",33516,60682,grid_2000_scaled,58042,60682,37376,
109,history/states/109-State_109.txt,"Fremont, NE",268874,549992,grid_2000_scaled,526064,549992,101027,
110,history/states/110-State_110.txt,"Grand Island, NE",10000,10000,special_override,299330,10000,125572,
111,history/states/111-State_111.txt,"Meridian, MS",500,500,grid_2000_scaled,0,500,0,
112,history/states/112-State_112.txt,"Salina, KS",198592,299924,grid_2000_scaled,286875,299924,98364,
113,history/states/113-State_113.txt,"Cowley, KS",410714,476840,grid_2000_scaled,456094,476840,526759,
114,history/states/114-State_114.txt,"Saint Pierre, FR",500,1,grid_2000_scaled,28,1,0,
115,history/states/115-State_115.txt,"Charlton Island, NU",10000,10000,special_override,0,10000,0,
116,history/states/116-State_116.txt,"East Lansing, MI",306423,550225,grid_2000_scaled,526286,550225,298926,
117,history/states/117-State_117.txt,"Calgary, AB",1596704,1387665,grid_2000_scaled,1319315,1387665,1756548,
118,history/states/118-State_118.txt,"Miquelon, FR",500,500,grid_2000_scaled,1,500,0,
119,history/states/119-State_119.txt,"Durango, CO",33432,81885,grid_2000_scaled,78323,81885,27786,
120,history/states/120-State_120.txt,"Eastern Townships, QC",1169293,1236635,grid_2000_scaled,1175724,1236635,0,
121,history/states/121-State_121.txt,"Hardin, KY",205701,252250,grid_2000_scaled,241275,252250,187112,
122,history/states/122-State_122.txt,"Dodge City, KS",67008,158495,grid_2000_scaled,151599,158495,62888,
123,history/states/123-State_123.txt,"Alamosa, CO",969,22504,grid_2000_scaled,21525,22504,0,
124,history/states/124-State_124.txt,"Fort Smith, AR",185429,368980,grid_2000_scaled,352926,368980,136553,
125,history/states/125-State_125.txt,"Twin Falls, ID",14175,6674,grid_2000_scaled,6384,6674,0,
126,history/states/126-State_126.txt,"Thornton, CO",706226,446347,grid_2000_scaled,426928,446347,310983,
127,history/states/127-State_127.txt,"Tuscaloosa, AL",172733,112508,grid_2000_scaled,107613,112508,215917,
128,history/states/128-State_128.txt,"Fort Collins, CO",283422,260312,grid_2000_scaled,248986,260312,266283,
129,history/states/129-State_129.txt,"Fort Morgan, CO",776746,591862,grid_2000_scaled,566112,591862,229792,
130,history/states/130-State_130.txt,"La Salle, LA",81376,172464,grid_2000_scaled,164961,172464,131354,
131,history/states/131-State_131.txt,"Colorado Springs, CO",670713,467199,grid_2000_scaled,446873,467199,682421,
132,history/states/132-State_132.txt,"Magladen Islands, QC",10000,10000,special_override,0,10000,0,
133,history/states/133-State_133.txt,"Ionia, MI",115860,235923,grid_2000_scaled,225659,235923,54220,
134,history/states/134-State_134.txt,"Lansing, MI",61936,152220,grid_2000_scaled,145598,152220,86334,
135,history/states/135-State_135.txt,"Miles City, MT",119566,152631,grid_2000_scaled,145991,152631,23895,
136,history/states/136-State_136.txt,"Gillette, WY",106390,112934,grid_2000_scaled,108021,112934,68581,
137,history/states/137-State_137.txt,"North Puget Sound, WA",1955515,1681731,grid_2000_scaled,1608564,1681731,2251772,
138,history/states/138-State_138.txt,"Flint, MI",313673,795216,grid_2000_scaled,760618,795216,237961,
139,history/states/139-State_139.txt,"Great Falls, MT",55776,48381,grid_2000_scaled,46276,48381,17601,
140,history/states/140-State_140.txt,"Northern Cascades, WA",875614,688986,grid_2000_scaled,659010,688986,314323,
141,history/states/141-State_141.txt,New Brunswick,598193,598193,grid_2000_scaled+city_validation,333989,598193,747742,city_floor:598193
142,history/states/142-State_142.txt,"Olympic Peninsula, WA",490516,490516,grid_2000_scaled+city_validation,142705,490516,613146,city_floor:490516
143,history/states/143-State_143.txt,"Tucson, AZ",811896,727034,grid_2000_scaled,695403,727034,758486,
144,history/states/144-State_144.txt,"Idaho Falls, ID",110397,131368,grid_2000_scaled,125653,131368,21260,
145,history/states/145-State_145.txt,"Cape Breton Island, NS",10000,10000,special_override,0,10000,0,
146,history/states/146-State_146.txt,"Salt Lake City, UT",1719693,1029276,grid_2000_scaled,984495,1029276,1733258,
147,history/states/147-State_147.txt,"Ogden, UT",547380,412606,grid_2000_scaled,394654,412606,584509,
148,history/states/148-State_148.txt,"Lac-des-Eaux-Mortes, QC",844,1028,grid_2000_scaled,978,1028,0,
149,history/states/149-State_149.txt,"Provo, UT",267678,264274,grid_2000_scaled,252776,264274,137843,
150,history/states/150-State_150.txt,"Western Okanogan Highlands, WA",57620,34979,grid_2000_scaled,33457,34979,42000,
151,history/states/151-State_151.txt,"Edmundston, NB",3457,17814,grid_2000_scaled,16936,17814,0,
152,history/states/152-State_152.txt,Prince Edward Island,10000,10000,special_override,0,10000,79122,city_floor:63297
153,history/states/153-State_153.txt,"Degelis, QC",9764,14565,grid_2000_scaled,13848,14565,0,
154,history/states/154-State_154.txt,"Mount Pleasant, MI",43323,150461,grid_2000_scaled,143915,150461,40397,
155,history/states/155-State_155.txt,"Brandon, MB",742285,861080,grid_2000_scaled,818667,861080,0,
156,history/states/156-State_156.txt,"Puget Islands, WA",10000,10000,special_override,268753,10000,97256,
157,history/states/157-State_157.txt,"Eastern Okanogan Highlands, WA",7956,28269,grid_2000_scaled,27039,28269,5000,
158,history/states/158-State_158.txt,"Metaline Falls, WA",1522,528,grid_2000_scaled,505,528,0,
159,history/states/159-State_159.txt,"Hanover, MB",32108,83668,grid_2000_scaled,79547,83668,0,
160,history/states/160-State_160.txt,"Sandpoint, ID",6126,25195,grid_2000_scaled,24098,25195,0,
161,history/states/161-State_161.txt,"Kalispell, MT",69415,110087,grid_2000_scaled,105297,110087,55837,
162,history/states/162-State_162.txt,"Essex, MA",2319814,1503250,grid_2000_scaled,1437848,1503250,1386975,
163,history/states/163-State_163.txt,Nova Scotia,831647,831647,grid_2000_scaled+city_validation,316615,831647,1039559,city_floor:831647
164,history/states/164-State_164.txt,"Vernal, UT",25859,40272,grid_2000_scaled,38520,40272,25350,
165,history/states/165-State_165.txt,"Shreveport, LA",113065,184476,grid_2000_scaled,176450,184476,60692,
166,history/states/166-State_166.txt,"Cypress, AB",1283,5435,grid_2000_scaled,5167,5435,0,
167,history/states/167-State_167.txt,"Maple Creek, MB",19341,41655,grid_2000_scaled,39604,41655,0,
168,history/states/168-State_168.txt,"Aroostook, ME",52091,126772,grid_2000_scaled,121256,126772,23989,
169,history/states/169-State_169.txt,"South Puget Sound, WA",1374581,1131576,grid_2000_scaled,1082344,1131576,1134668,
170,history/states/170-State_170.txt,"Browning, MT",11434,30176,grid_2000_scaled,28863,30176,8942,
171,history/states/171-State_171.txt,"Fayetteville, AR",453650,508098,grid_2000_scaled,485992,508098,372920,
172,history/states/172-State_172.txt,"Columbia Basin, WA",653297,714684,grid_2000_scaled,683590,714684,453888,
173,history/states/173-State_173.txt,"Pantex Plant, TX",160314,160314,grid_2000_scaled+city_validation,1158,160314,200393,city_floor:160314
174,history/states/174-State_174.txt,"Saint Francis, ME",21941,8898,grid_2000_scaled,8511,8898,0,
175,history/states/175-State_175.txt,"Cedar City, UT",211404,211404,grid_2000_scaled+city_validation,77575,211404,264256,city_floor:211404
176,history/states/176-State_176.txt,"New Orleans, LA",67121,109196,grid_2000_scaled,104445,109196,99950,
177,history/states/177-State_177.txt,"Butte, MT",115336,159120,grid_2000_scaled,152197,159120,23066,
178,history/states/178-State_178.txt,"Capitol Reef, UT",1000,1000,special_override,2757,1000,5366,
179,history/states/179-State_179.txt,"Willapa Hills, WA",53667,124129,grid_2000_scaled,118728,124129,68666,
180,history/states/180-State_180.txt,"Lafayette, LA",1549,35005,grid_2000_scaled,33482,35005,0,
181,history/states/181-State_181.txt,"Moscow, ID",72548,123832,grid_2000_scaled,118444,123832,90685,
182,history/states/182-State_182.txt,"Mecklenberg, NC",23838,77294,grid_2000_scaled,73931,77294,0,
183,history/states/183-State_183.txt,"Southern Cascades, WA",94171,110718,grid_2000_scaled,105901,110718,117305,
184,history/states/184-State_184.txt,"St. John, NB",92532,132219,grid_2000_scaled,125707,132219,0,
185,history/states/185-State_185.txt,"Yakima, WA",743908,417445,grid_2000_scaled,399283,417445,532247,
186,history/states/186-State_186.txt,"Missoula, MT",92091,93800,grid_2000_scaled+city_validation,55974,93800,117250,city_floor:93800
187,history/states/187-State_187.txt,"Naval Submarine Base Bangor, WA",42501,42501,grid_2000_scaled+city_validation,3466,42501,53127,city_floor:42501
188,history/states/188-State_188.txt,"Piscataquis, ME",500,2310,grid_2000_scaled,2209,2310,0,
189,history/states/189-State_189.txt,"Middlesex, NJ",1655,538,grid_2000_scaled,515,538,0,
190,history/states/190-State_190.txt,"Roseburg, OR",180637,225123,grid_2000_scaled,215328,225123,93837,
191,history/states/191-State_191.txt,"Muskegon, MI",74686,240478,grid_2000_scaled,230016,240478,57992,
192,history/states/192-State_192.txt,"Bismarck, ND",116337,154105,grid_2000_scaled,147400,154105,26477,
193,history/states/193-State_193.txt,"Grand Forks, ND",91963,143794,grid_2000_scaled,137538,143794,27706,
194,history/states/194-State_194.txt,"Conway, AR",123352,302413,grid_2000_scaled,289256,302413,112577,
195,history/states/195-State_195.txt,"Mahoosuc Range, ME",1153,4617,grid_2000_scaled,4416,4617,0,
196,history/states/196-State_196.txt,"Phillips, AR",500,500,grid_2000_scaled,0,500,0,
197,history/states/197-State_197.txt,"Natchitoches, LA",216008,278389,grid_2000_scaled,266277,278389,250294,
198,history/states/198-State_198.txt,"Lake Charles, LA",20400,51404,grid_2000_scaled,49168,51404,0,
199,history/states/199-State_199.txt,"Clay, MN",53430,103241,grid_2000_scaled,98750,103241,66788,
200,history/states/200-State_200.txt,"Isanti, MN",368911,476050,grid_2000_scaled,455338,476050,279348,
201,history/states/201-State_201.txt,"Vancouver, WA",313192,313192,grid_2000_scaled+city_validation,132865,313192,391491,city_floor:313192
202,history/states/202-State_202.txt,"Autauga, AL",99932,139458,grid_2000_scaled,133391,139458,8274,
203,history/states/203-State_203.txt,"Downeast, ME",80716,229034,grid_2000_scaled,219069,229034,65940,
204,history/states/204-State_204.txt,"Billings, MT",287206,295174,grid_2000_scaled,282332,295174,304646,
205,history/states/205-State_205.txt,"West Mahoosuc, ME",500,2574,grid_2000_scaled,2462,2574,0,
206,history/states/206-State_206.txt,"Blue Mountains, WA",159369,163458,grid_2000_scaled,156346,163458,62026,
207,history/states/207-State_207.txt,"Somerset, ME",118816,134453,grid_2000_scaled,128603,134453,112099,
208,history/states/208-State_208.txt,"Alexandra, LA",94499,208358,grid_2000_scaled,199293,208358,1500,
209,history/states/209-State_209.txt,"Bend, OR",26037,71334,grid_2000_scaled,68231,71334,29626,
210,history/states/210-State_210.txt,"Queens, NY",500,500,grid_2000_scaled,0,500,0,
211,history/states/211-State_211.txt,"Phillipsburg, MT",86941,74806,grid_2000_scaled,71551,74806,70708,
212,history/states/212-State_212.txt,"Mercer, ND",82944,56798,grid_2000_scaled,54327,56798,103680,
213,history/states/213-State_213.txt,"Orange, NY",633,1110,grid_2000_scaled,1062,1110,0,
214,history/states/214-State_214.txt,"Dothan, AL",236657,236657,grid_2000_scaled+city_validation,49657,236657,295822,city_floor:236657
215,history/states/215-State_215.txt,"Monroe, LA",317206,519566,grid_2000_scaled,496961,519566,62548,
216,history/states/216-State_216.txt,"Western Mountains, ME",65824,84343,grid_2000_scaled,80674,84343,57073,
217,history/states/217-State_217.txt,"Pendleton, OR",100239,144699,grid_2000_scaled,138403,144699,71060,
218,history/states/218-State_218.txt,"Monteregie, QC",1430665,373636,grid_2000_scaled,355233,373636,0,
219,history/states/219-State_219.txt,"ile Marie, QC",10000,10000,special_override,1498,10000,0,
220,history/states/220-State_220.txt,"Baker, MT",109973,144903,grid_2000_scaled,138598,144903,8126,
221,history/states/221-State_221.txt,"Penobscot Bay, ME",38593,134049,grid_2000_scaled,128217,134049,31178,
222,history/states/222-State_222.txt,"Marquette, MI",40693,97467,grid_2000_scaled,93227,97467,40351,
223,history/states/223-State_223.txt,"Great North Woods, NH",45893,45893,grid_2000_scaled+city_validation,18004,45893,57367,city_floor:45893
224,history/states/224-State_224.txt,"Cascade, ID",11213,31868,grid_2000_scaled,30481,31868,14017,
225,history/states/225-State_225.txt,"ile Jesus, QC",10000,10000,special_override,543143,10000,0,
226,history/states/226-State_226.txt,"ile de Montreal, QC",10000,10000,special_override,842818,10000,7546972,city_floor:6037577
227,history/states/227-State_227.txt,"Montgomery, Al",93824,167982,grid_2000_scaled,160674,167982,0,
228,history/states/228-State_228.txt,"Saint Cloud, MN",166606,397583,grid_2000_scaled,380285,397583,242192,
229,history/states/229-State_229.txt,"ile Bizardl, QC",10000,10000,special_override,39565,10000,0,
230,history/states/230-State_230.txt,"ile Perrot, QC",10000,10000,special_override,6622,10000,0,
231,history/states/231-State_231.txt,"Northeast Kingdom, VT",53939,60224,grid_2000_scaled,57604,60224,26560,
232,history/states/232-State_232.txt,"Portland Casco Bay, ME",469301,627134,grid_2000_scaled,599849,627134,439133,
233,history/states/233-State_233.txt,"Cadillac, MI",16404,137947,grid_2000_scaled,131945,137947,13197,
234,history/states/234-State_234.txt,"Jamestown, ND",8203,14329,grid_2000_scaled,13705,14329,1797,
235,history/states/235-State_235.txt,"Clarke, AL",500,500,grid_2000_scaled,0,500,0,
236,history/states/236-State_236.txt,"Franklin, VT",81807,174548,grid_2000_scaled,166954,174548,28578,
237,history/states/237-State_237.txt,"Butler, AL",500,500,grid_2000_scaled,0,500,0,
238,history/states/238-State_238.txt,"Alger, MI",18776,91955,grid_2000_scaled,87954,91955,20546,
239,history/states/239-State_239.txt,"Dillon, MT",53639,61568,grid_2000_scaled,58890,61568,42198,
240,history/states/240-State_240.txt,"Sugar Island, MI",10000,10000,special_override,882,10000,13355,city_floor:10684
241,history/states/241-State_241.txt,"Superior, WI",43192,50767,grid_2000_scaled,48558,50767,53991,
242,history/states/242-State_242.txt,"St. Lawrence, NY",39437,98938,grid_2000_scaled,94634,98938,39345,
243,history/states/243-State_243.txt,"Salmon, ID",1007,8557,grid_2000_scaled,8185,8557,1400,
244,history/states/244-State_244.txt,"White Mountains, NH",37435,65476,grid_2000_scaled,62627,65476,25879,
245,history/states/245-State_245.txt,"Manhattan, NYC",1355400,1355400,grid_2000_scaled+city_validation,674628,1355400,1694251,city_floor:1355400
246,history/states/246-State_246.txt,"St. Joseph Island, ON",10000,10000,special_override,2695,10000,0,
247,history/states/247-State_247.txt,"Athens, OH",130407,296809,grid_2000_scaled,283896,296809,121447,
248,history/states/248-State_248.txt,"Grand Isle, VT",75784,75784,grid_2000_scaled+city_validation,636,75784,94731,city_floor:75784
249,history/states/249-State_249.txt,"Powder River, MT",29085,15496,grid_2000_scaled,14822,15496,4388,
250,history/states/250-State_250.txt,"Addison, VT",78128,143878,grid_2000_scaled,137618,143878,27744,
251,history/states/251-State_251.txt,"Hayward, WI",41266,315144,grid_2000_scaled,301433,315144,15917,
252,history/states/252-State_252.txt,"Manitoulin Island, ON",10000,10000,special_override,10080,10000,0,
253,history/states/253-State_253.txt,"Rutland, VT",90143,241221,grid_2000_scaled,230726,241221,47605,
254,history/states/254-State_254.txt,"Drummond Island, MI",10000,10000,special_override,990,10000,1200,
255,history/states/255-State_255.txt,"Cabell, WV",527747,954879,grid_2000_scaled,913335,954879,19175,
256,history/states/256-State_256.txt,"Hardin, MT",14925,7720,grid_2000_scaled,7384,7720,2648,
257,history/states/257-State_257.txt,"Cockburn Island, ON",10000,10000,special_override,4,10000,0,
258,history/states/258-State_258.txt,"East Bozeman, MT",9101,17175,grid_2000_scaled,16428,17175,5020,
259,history/states/259-State_259.txt,"Madison, MT",42991,25578,grid_2000_scaled,24466,25578,6793,
260,history/states/260-State_260.txt,"Merrimack, NH",108096,170130,grid_2000_scaled,162728,170130,112065,
261,history/states/261-State_261.txt,"Sarasota, FL",290134,290134,grid_2000_scaled+city_validation,28272,290134,362668,city_floor:290134
262,history/states/262-State_262.txt,"Ontario, OR",193425,198557,grid_2000_scaled,189919,198557,12438,
263,history/states/263-State_263.txt,"Mackinac Island, MI",10000,10000,special_override,941,10000,5040,city_floor:4032
264,history/states/264-State_264.txt,"Toledo, OH",404567,367340,grid_2000_scaled,351358,367340,505709,
265,history/states/265-State_265.txt,"Stevens Point, WI",137551,344882,grid_2000_scaled,329877,344882,144840,
266,history/states/266-State_266.txt,"Dayton, OH",1033229,1428241,grid_2000_scaled,1366103,1428241,737922,
267,history/states/267-State_267.txt,"Mackinac City, MI",9585,55424,grid_2000_scaled,53013,55424,5719,
268,history/states/268-State_268.txt,"Grafton, NH",92801,189663,grid_2000_scaled,181411,189663,66914,
269,history/states/269-State_269.txt,"Clearwater, MN",40964,106461,grid_2000_scaled,101829,106461,56892,
