state_id,state_name,country,land_pixels,grid_raw,city_sum,old_manpower,new_manpower,delta_pct,estimate_source
52,"Platte, WI",US,2660,154429,24572,160849,160849,0.0,grid_2000_scaled
53,Northwest Ontario,CA,29570,561,20340,584,16272,2686.3,grid_2000_scaled+city_validation
54,"Ottumwa, IA",US,4826,63447,7248,66085,66085,0.0,grid_2000_scaled
55,"Iowa City, IA",US,7899,380361,253343,396173,396174,0.0,grid_2000_scaled
56,"Dubuque, IA",US,7535,328373,290009,342025,342025,0.0,grid_2000_scaled
57,"Waterloo, IA",US,6112,250098,143321,260495,260496,0.0,grid_2000_scaled
58,"Covington, KY",US,5157,842187,339178,877199,877201,0.0,grid_2000_scaled
59,"Indianapolis, IN",US,3059,1558550,1601376,1623343,1623346,0.0,grid_2000_scaled
60,"Des Moines, IA",US,7991,554735,536512,577797,577798,0.0,grid_2000_scaled
61,Illinois,OTHER,48,0,0,500,500,0.0,grid_2000_scaled
62,"Vancouver, BC",CA,91129,812914,509129,854803,854441,-0.0,grid_2000_scaled
63,Northern Saskatchwan,OTHER,133014,76059,10937,8749,9343,6.8,grid_2000_scaled
64,"North Kansas City, MO",US,863,214892,607434,223825,223826,0.0,grid_2000_scaled
65,"Rochester, MN",US,5254,131446,57694,136911,136911,0.0,grid_2000_scaled
66,"Milwaukee, WI",US,3534,1742541,1681244,1814983,1814987,0.0,grid_2000_scaled
67,"Sioux City, IA",US,12452,353477,194956,368172,368173,0.0,grid_2000_scaled
68,"Green Bay, WI",US,2778,179860,172912,187337,187338,0.0,grid_2000_scaled
69,Ontario,CA,376276,2515104,3358630,2644706,2643584,-0.0,grid_2000_scaled
70,"Jackson, TN",US,7009,403975,1123984,420769,420770,0.0,grid_2000_scaled
71,"Land Between The Lakes, TN",US,139,3674,36000,28800,28800,0.0,grid_2000_scaled+city_validation
72,"Madison, WI",US,4998,819054,638953,853104,853106,0.0,grid_2000_scaled
73,"Lexington, KY",US,465,292387,646204,304542,304543,0.0,grid_2000_scaled
74,"Kalamazoo, MI",US,3474,548202,176591,570992,570993,0.0,grid_2000_scaled
75,"Eau Claire, WI",US,8610,478851,297247,498758,498759,0.0,grid_2000_scaled
76,"Appleton, WI",US,3106,547929,401875,570707,570709,0.0,grid_2000_scaled
77,"Kansas City, MO",US,1480,259930,399298,270736,270737,0.0,grid_2000_scaled
78,"Tippecanoe, IN",US,3094,336474,184720,350462,350462,0.0,grid_2000_scaled
79,"Oshkosh, WI",US,3692,200566,86226,208904,208905,0.0,grid_2000_scaled
80,"Wausau, WI",US,3268,140756,45874,146608,146608,0.0,grid_2000_scaled
81,"La Crosse, WI",US,5564,156438,32473,162941,162941,0.0,grid_2000_scaled
82,"Minot, ND",US,8986,92495,8649,96340,96340,0.0,grid_2000_scaled
83,"Delaware, IN",US,4387,394814,177034,411228,411229,0.0,grid_2000_scaled
84,"Willis, ND",US,8200,22659,55185,44148,44148,0.0,grid_2000_scaled+city_validation
85,"Edmonton, AB",CA,60114,1749553,1516061,1839707,1838927,-0.0,grid_2000_scaled
86,"De Witt, AR",US,2481,8728,0,9091,9091,0.0,grid_2000_scaled
87,"Fargo, ND",US,9254,279519,247313,291139,291140,0.0,grid_2000_scaled
88,"Vancouver Island, BC",CA,14719,176105,478683,185180,185101,-0.0,special_override
89,"Sioux Falls, SD",US,4601,224073,268238,233388,233389,0.0,grid_2000_scaled
90,"Chico, CA",US,4965,409432,689941,426454,426454,0.0,grid_2000_scaled
91,"Mitchell, SD",US,6968,68277,7345,71115,71116,0.0,grid_2000_scaled
92,"Vaudreuil-Soulanges, QC",CA,291,70295,0,73917,73886,-0.0,grid_2000_scaled
93,"Twin Islands, NU",CA,54,13,0,10000,10000,0.0,special_override
94,"Kindersley, SK",CA,22948,324904,405333,341646,341501,-0.0,grid_2000_scaled
95,"Saskatoon, SK",CA,92401,573771,309489,603337,603081,-0.0,grid_2000_scaled
96,Guantanamo Bay,OTHER,871,202891,0,5962,24923,318.0,grid_2000_scaled
97,"Ann Arbor, MI",US,2564,754340,241100,785700,785702,0.0,grid_2000_scaled
98,"Brookings, SD",US,5736,106560,86753,110990,110990,0.0,grid_2000_scaled
99,"Rapid City, SD",US,7068,239359,144479,249309,249310,0.0,grid_2000_scaled
100,"Winnipeg, MB",CA,45695,93383,906911,98195,98154,-0.0,grid_2000_scaled
101,"Birmingham, AL",US,3204,492014,486499,512469,512470,0.0,grid_2000_scaled
102,"Dickinson, ND",US,11995,76044,69236,79205,79205,0.0,grid_2000_scaled
103,"Pierre, SD",US,6798,78993,0,82277,82277,0.0,grid_2000_scaled
104,"Akimiski Island, NU",CA,1341,2,0,10000,10000,0.0,special_override
105,"Beatrice, NE",US,3870,85517,15026,89072,89072,0.0,grid_2000_scaled
106,"Pine Bluff, AR",US,3942,27206,9820,28337,28337,0.0,grid_2000_scaled
107,"Anticosti Island, QC",CA,3473,0,0,10000,10000,0.0,special_override
108,"Scottsbluff, NE",US,6615,58042,37376,60455,60455,0.0,grid_2000_scaled
109,"Fremont, NE",US,8888,526064,101027,547933,547935,0.0,grid_2000_scaled
110,"Grand Island, NE",US,15254,299330,125572,311774,311775,0.0,special_override
111,"Meridian, MS",US,8342,59557,0,62033,62033,0.0,grid_2000_scaled
112,"Salina, KS",US,8041,286875,98364,298801,298802,0.0,grid_2000_scaled
113,"Cowley, KS",US,8727,456094,526759,475055,475056,0.0,grid_2000_scaled
114,"Saint-Pierre-et-Miquelon, FR",OTHER,96,28,0,1,3,200.0,grid_2000_scaled
115,"Charlton Island, NU",CA,123,1,0,10000,10000,0.0,special_override
116,"East Lansing, MI",US,1692,526286,298926,548165,548166,0.0,grid_2000_scaled
117,"Calgary, AB",CA,25676,1319315,1756548,1387299,1386710,-0.0,grid_2000_scaled
118,"Miquelon, FR",OTHER,15,1,0,500,500,0.0,grid_2000_scaled
119,"Durango, CO",US,7008,78323,27786,81579,81579,0.0,grid_2000_scaled
120,"Eastern Townships, QC",CA,33956,1175724,0,1236309,1235785,-0.0,grid_2000_scaled
121,"Hardin, KY",US,4049,241275,187112,251305,251306,0.0,grid_2000_scaled
122,"Dodge City, KS",US,21719,151599,62888,157902,157902,0.0,grid_2000_scaled
123,"Alamosa, CO",US,3221,21525,0,22420,22420,0.0,grid_2000_scaled
124,"Fort Smith, AR",US,4598,352926,136553,367598,367599,0.0,grid_2000_scaled
125,"Twin Falls, ID",US,5796,6384,0,6649,6649,0.0,grid_2000_scaled
126,"Thornton, CO",US,3818,426928,310983,444676,444677,0.0,grid_2000_scaled
127,"Tuscaloosa, AL",US,6438,107613,215917,112087,112087,0.0,grid_2000_scaled
128,"Fort Collins, CO",US,4290,248986,266283,259337,259338,0.0,grid_2000_scaled
129,"Fort Morgan, CO",US,4342,566112,229792,589647,589648,0.0,grid_2000_scaled
130,"La Salle, LA",US,3357,164961,131354,171819,171819,0.0,grid_2000_scaled
131,"Colorado Springs, CO",US,4900,446873,682421,465451,465452,0.0,grid_2000_scaled
132,"Magladen Islands, QC",CA,121,0,0,10000,10000,0.0,special_override
133,"Ionia, MI",US,2310,225659,54220,235040,235041,0.0,grid_2000_scaled
134,"Lansing, MI",US,1233,145598,86334,151651,151651,0.0,grid_2000_scaled
135,"Miles City, MT",US,17915,145991,23895,152060,152060,0.0,grid_2000_scaled
136,"Gillette, WY",US,20959,108021,68581,112512,112512,0.0,grid_2000_scaled
137,"North Puget Sound, WA",US,1744,1608564,2251772,1675436,1675440,0.0,grid_2000_scaled
138,"Flint, MI",US,2555,760618,237961,792239,792241,0.0,grid_2000_scaled
139,"Great Falls, MT",US,16637,46276,17601,48200,48200,0.0,grid_2000_scaled
140,"Northern Cascades, WA",US,14771,659010,314323,686407,686408,0.0,grid_2000_scaled
141,New Brunswick,OTHER,24114,333989,747742,9815,41026,318.0,grid_2000_scaled+city_validation
142,"Olympic Peninsula, WA",US,5508,142705,613146,148638,148638,0.0,grid_2000_scaled
143,"Tucson, AZ",US,2650,695403,758486,724313,724314,0.0,grid_2000_scaled
144,"Idaho Falls, ID",US,5699,125653,21260,130877,130877,0.0,grid_2000_scaled
145,"Cape Breton Island, NS",CA,5202,1896,0,10000,10000,0.0,special_override
146,"Salt Lake City, UT",US,3428,984495,1733258,1025423,1025425,0.0,grid_2000_scaled
147,"Ogden, UT",US,5267,394654,584509,411061,411062,0.0,grid_2000_scaled
148,"Lac-des-Eaux-Mortes, QC",CA,271,978,0,1028,1028,0.0,grid_2000_scaled
149,"Provo, UT",US,12129,252776,137843,263285,263285,0.0,grid_2000_scaled
150,"Western Okanogan Highlands, WA",US,5112,33457,42000,34848,34848,0.0,grid_2000_scaled
151,"Edmundston, NB",CA,1829,16936,0,17809,17801,-0.0,grid_2000_scaled
152,Prince Edward Island,OTHER,2546,4315,79122,63297,63297,0.0,special_override
153,"Degelis, QC",CA,2694,13848,0,14561,14555,-0.0,grid_2000_scaled
154,"Mount Pleasant, MI",US,2078,143915,40397,149898,149898,0.0,grid_2000_scaled
155,"Brandon, MB",CA,13359,818667,0,860852,860487,-0.0,grid_2000_scaled
156,"Puget Islands, WA",US,2269,268753,97256,279926,279927,0.0,special_override
157,"Eastern Okanogan Highlands, WA",US,2868,27039,5000,28164,28164,0.0,grid_2000_scaled
158,"Metaline Falls, WA",US,770,505,0,526,526,0.0,grid_2000_scaled
159,"Hanover, MB",CA,9856,79547,0,83646,83610,-0.0,grid_2000_scaled
160,"Sandpoint, ID",US,2594,24098,0,25100,25100,0.0,grid_2000_scaled
161,"Kalispell, MT",US,8782,105297,55837,109675,109675,0.0,grid_2000_scaled
162,"Essex, MA",US,1166,1437848,1386975,1497623,1497626,0.0,grid_2000_scaled
163,Nova Scotia,OTHER,18995,316615,1039559,9304,38892,318.0,grid_2000_scaled+city_validation
164,"Vernal, UT",US,6897,38520,25350,40121,40121,0.0,grid_2000_scaled
165,"Shreveport, LA",US,5510,176450,60692,183786,183786,0.0,grid_2000_scaled
166,"Cypress, AB",CA,2253,5167,0,5433,5431,-0.0,grid_2000_scaled
167,"Maple Creek, SK",CA,8577,39604,0,41644,41627,-0.0,grid_2000_scaled
168,"Aroostook, ME",US,5186,121256,17789,126297,126297,0.0,grid_2000_scaled
169,"South Puget Sound, WA",US,3264,1082344,1134668,1127340,1127342,0.0,grid_2000_scaled
170,"Browning, MT",US,7617,28863,8942,30063,30063,0.0,grid_2000_scaled
171,"Fayetteville, AR",US,5885,485992,372920,506196,506197,0.0,grid_2000_scaled
172,"Columbia Basin, WA",US,16092,683590,453888,712009,712010,0.0,grid_2000_scaled
173,"Pantex Plant, TX",US,26,1158,200393,160314,160314,0.0,grid_2000_scaled+city_validation
174,"Saint Francis, ME",US,1026,8511,0,8865,8865,0.0,grid_2000_scaled
175,"Cedar City, UT",US,15759,77575,264256,80800,80800,0.0,grid_2000_scaled
176,"New Orleans, LA",US,1412,104445,99950,108787,108788,0.0,grid_2000_scaled
177,"Butte, MT",US,24714,152197,23066,158524,158525,0.0,grid_2000_scaled
178,"Capitol Reef, UT",US,12323,2757,5366,1000,1000,0.0,special_override
179,"Willapa Hills, WA",US,2475,118728,68666,123664,123664,0.0,grid_2000_scaled
180,"Lafayette, LA",US,4139,33482,0,34873,34874,0.0,grid_2000_scaled
181,"Moscow, ID",US,13586,118444,90685,123368,123368,0.0,grid_2000_scaled
182,"Houlton, ME",US,4532,73931,6200,77004,77005,0.0,grid_2000_scaled
183,"Southern Cascades, WA",US,8021,105901,117305,110304,110304,0.0,grid_2000_scaled
184,"St. John, NB",CA,4739,125707,0,132184,132128,-0.0,grid_2000_scaled
185,"Yakima, WA",US,7996,399283,532247,415883,415884,0.0,grid_2000_scaled
186,"Missoula, MT",US,7914,55974,117250,58301,58301,0.0,grid_2000_scaled
187,"Naval Submarine Base Bangor, WA",US,9,3466,53127,42501,42501,0.0,grid_2000_scaled+city_validation
188,"Piscataquis, ME",US,3386,2209,0,2301,2301,0.0,grid_2000_scaled
189,"Middlesex, NJ",US,42,515,0,536,536,0.0,grid_2000_scaled
190,"Roseburg, OR",US,10437,215328,93837,224280,224281,0.0,grid_2000_scaled
191,"Muskegon, MI",US,2601,230016,57992,239578,239579,0.0,grid_2000_scaled
192,"Bismarck, ND",US,13179,147400,26477,153528,153528,0.0,grid_2000_scaled
193,"Grand Forks, ND",US,15626,137538,27706,143256,143256,0.0,grid_2000_scaled
194,"Conway, AR",US,5811,289256,112577,301281,301282,0.0,grid_2000_scaled
195,"Mahoosuc Range, ME",US,1808,4416,0,4600,4600,0.0,grid_2000_scaled
196,"Phillips, AR",US,4060,98358,0,102447,102447,0.0,grid_2000_scaled
197,"Natchitoches, LA",US,5079,266277,250294,277347,277348,0.0,grid_2000_scaled
198,"Lake Charles, LA",US,4807,49168,0,51212,51212,0.0,grid_2000_scaled
199,"Clay, MN",US,3590,98750,66788,102855,102855,0.0,grid_2000_scaled
200,"Isanti, MN",US,10607,455338,279348,474268,474269,0.0,grid_2000_scaled
201,"Vancouver, WA",US,484,132865,391491,138389,138389,0.0,grid_2000_scaled
202,"Autauga, AL",US,2464,133391,8274,138936,138936,0.0,grid_2000_scaled
203,"Downeast, ME",US,4438,219069,65940,228176,228177,0.0,grid_2000_scaled
204,"Billings, MT",US,28226,282332,304646,294069,294070,0.0,grid_2000_scaled
205,"West Mahoosuc, ME",US,1795,2462,0,2564,2564,0.0,grid_2000_scaled
206,"Blue Mountains, WA",US,4029,156346,62026,162846,162846,0.0,grid_2000_scaled
207,"Somerset, ME",US,3171,128603,112099,133950,133950,0.0,grid_2000_scaled
208,"Alexandra, LA",US,4590,199293,1500,207578,207578,0.0,grid_2000_scaled
209,"Bend, OR",US,11640,68231,29626,71067,71067,0.0,grid_2000_scaled
210,"Isle Royale, MI",US,229,0,0,500,4,-99.2,manual_override
211,"Phillipsburg, MT",US,7198,71551,70708,74526,74526,0.0,grid_2000_scaled
212,"Mercer, ND",US,10000,54327,103680,56586,56586,0.0,grid_2000_scaled
213,"Orange, NY",US,13,1062,0,1106,1106,0.0,grid_2000_scaled
214,"Dothan, AL",US,5023,49657,295822,51721,51721,0.0,grid_2000_scaled
215,"Monroe, LA",US,7998,496961,62548,517621,517622,0.0,grid_2000_scaled
216,"Western Mountains, ME",US,4101,80674,57073,84028,84028,0.0,grid_2000_scaled
217,"Pendleton, OR",US,20151,138403,71060,144157,144158,0.0,grid_2000_scaled
218,"Monteregie, QC",CA,1762,355233,0,373538,373379,-0.0,grid_2000_scaled
219,"ile Marie, QC",CA,10,1498,0,1575,1575,0.0,grid_2000_scaled
220,"Baker, MT",US,15471,138598,8126,144360,144361,0.0,grid_2000_scaled
221,"Penobscot Bay, ME",US,2111,128217,31178,133547,133548,0.0,grid_2000_scaled
222,"Marquette, MI",US,3480,93227,40351,97102,97103,0.0,grid_2000_scaled
223,"Great North Woods, NH",US,1410,18004,57367,45893,45893,0.0,grid_2000_scaled+city_validation
224,"Cascade, ID",US,16723,30481,14017,31749,31749,0.0,grid_2000_scaled
225,"ile Jesus, QC",CA,56,543143,0,571131,570889,-0.0,grid_2000_scaled
226,"ile de Montreal, QC",CA,132,842818,7546972,886248,885872,-0.0,grid_2000_scaled
227,"Montgomery, Al",US,4543,160674,0,167354,167354,0.0,grid_2000_scaled
228,"Saint Cloud, MN",US,8540,380285,242192,396095,396096,0.0,grid_2000_scaled
229,"ile Bizardl, QC",CA,9,39565,0,41603,41586,-0.0,grid_2000_scaled
230,"ile Perrot, QC",CA,18,6622,0,6963,6960,-0.0,grid_2000_scaled
231,"Northeast Kingdom, VT",US,1626,57604,26560,59999,59999,0.0,grid_2000_scaled
232,"Portland Casco Bay, ME",US,4262,599849,439133,624787,624788,0.0,grid_2000_scaled
233,"Cadillac, MI",US,3099,131945,13197,137431,137431,0.0,grid_2000_scaled
234,"Jamestown, ND",US,1631,13705,1797,14275,14275,0.0,grid_2000_scaled
235,"Clarke, AL",US,2905,6525,0,6796,6796,0.0,grid_2000_scaled
236,"Franklin, VT",US,1998,166954,28578,173895,173895,0.0,grid_2000_scaled
237,"Butler, AL",US,6716,13859,0,14435,14435,0.0,grid_2000_scaled
238,"Alger, MI",US,4610,87954,20546,91611,91611,0.0,grid_2000_scaled
239,"Dillon, MT",US,10972,58890,42198,61338,61338,0.0,grid_2000_scaled
240,"Sugar Island, MI",US,34,882,13355,10000,10000,0.0,special_override
241,"Superior, WI",US,3314,48558,53991,50577,50577,0.0,grid_2000_scaled
242,"St. Lawrence, NY",US,3192,94634,30871,98568,98568,0.0,grid_2000_scaled
243,"Salmon, ID",US,6615,8185,1400,8525,8525,0.0,grid_2000_scaled
244,"White Mountains, NH",US,2101,62627,25879,65231,65231,0.0,grid_2000_scaled
245,"Manhattan, NYC",US,18,674628,0,702674,702675,0.0,grid_2000_scaled
246,"St. Joseph Island, ON",CA,169,2695,0,10000,10000,0.0,special_override
247,"Athens, OH",US,4521,283896,121447,295698,295699,0.0,grid_2000_scaled
248,"Grand Isle, VT",US,24,636,94731,75784,75784,0.0,grid_2000_scaled+city_validation
249,"Powder River, MT",US,7713,14822,4388,15438,15438,0.0,grid_2000_scaled
250,"Addison, VT",US,1334,137618,27744,143339,143339,0.0,grid_2000_scaled
251,"Hayward, WI",US,11498,301433,15917,313964,313965,0.0,grid_2000_scaled
252,"Manitoulin Island, ON",CA,1202,10080,0,10000,10000,0.0,special_override
253,"Rutland, VT",US,3587,230726,47605,240318,240319,0.0,grid_2000_scaled
254,"Drummond Island, MI",US,124,990,1200,10000,10000,0.0,special_override
255,"Carrollton, OH",US,2406,913335,937529,951305,951307,0.0,grid_2000_scaled
256,"Hardin, MT",US,3233,7384,2648,7691,7691,0.0,grid_2000_scaled
257,"Cockburn Island, ON",CA,64,4,0,10000,10000,0.0,special_override
258,"East Bozeman, MT",US,5292,16428,5020,17111,17111,0.0,grid_2000_scaled
259,"Madison, MT",US,2340,24466,6793,25483,25483,0.0,grid_2000_scaled
260,"Merrimack, NH",US,1648,162728,112065,169493,169494,0.0,grid_2000_scaled
261,"Westport, NY",US,1788,28272,8474,29448,29448,0.0,grid_2000_scaled
262,"Ontario, OR",US,16494,189919,12438,197814,197814,0.0,grid_2000_scaled
263,"Mackinac Island, MI",US,37,941,5040,10000,10000,0.0,special_override
264,"Toledo, OH",US,3794,351358,505709,365965,365966,0.0,grid_2000_scaled
265,"Stevens Point, WI",US,8918,329877,144840,343591,343592,0.0,grid_2000_scaled
266,"Dayton, OH",US,7084,1366103,737922,1422895,1422898,0.0,grid_2000_scaled
267,"Mackinac City, MI",US,1232,53013,5719,55217,55217,0.0,grid_2000_scaled
268,"Grafton, NH",US,1670,181411,66914,188953,188953,0.0,grid_2000_scaled
269,"Clearwater, MN",US,15563,101829,56892,106063,106063,0.0,grid_2000_scaled
270,"Beaver Island, MI",US,53,1010,720,10000,10000,0.0,special_override
271,"Harding, SD",US,10282,103161,1232,107450,107450,0.0,grid_2000_scaled
272,"Iosco, MI",US,1585,52306,14400,54480,54480,0.0,grid_2000_scaled
273,"Hamilton, NY",US,3247,217855,97856,226911,226912,0.0,grid_2000_scaled
274,"Strafford, NH",US,1343,653434,147555,680599,680600,0.0,grid_2000_scaled
275,"Mobridge, SD",US,7142,81524,3272,84913,84913,0.0,grid_2000_scaled
276,"Aberdeen, SD",US,13346,81491,28464,84879,84879,0.0,grid_2000_scaled
277,"Concord, NH",US,1445,444402,287722,462877,462878,0.0,grid_2000_scaled
278,"Medford, OR",US,6239,238493,191532,248408,248409,0.0,grid_2000_scaled
279,"Watertown, SD",US,8344,99288,41948,103416,103416,0.0,grid_2000_scaled
280,"Lewis, NY",US,4967,314321,75410,327388,327389,0.0,grid_2000_scaled
281,"Old Faithful, WY",US,2058,20608,19845,21465,21465,0.0,grid_2000_scaled
282,"Troy, NY",US,2251,818809,579655,852849,852850,0.0,grid_2000_scaled
283,"Casper, WY",US,16785,81184,80853,84559,84559,0.0,grid_2000_scaled
284,"Philadelphia, PA",US,223,851935,1794922,887353,887354,0.0,grid_2000_scaled
285,"Schenectady, NY",US,3047,179116,99081,186563,186563,0.0,grid_2000_scaled
286,"Richland, OH",US,4099,680409,307256,708695,708697,0.0,grid_2000_scaled
287,"Roberts, ID",US,10872,155128,133609,161577,161577,0.0,grid_2000_scaled
288,"Boise, ID",US,7162,262931,605773,273862,273863,0.0,grid_2000_scaled
289,"Baileys Harbor, WI",US,279,13859,20955,14435,14436,0.0,grid_2000_scaled
290,"Grand Traverse, MI",US,4634,232756,21427,242432,242433,0.0,grid_2000_scaled
291,"Oswego, NY",US,2360,504624,811371,525603,525604,0.0,grid_2000_scaled
292,"Hillsborough, NH",US,533,329060,248878,342740,342741,0.0,grid_2000_scaled
293,"Windham, VT",US,1570,118691,21120,123626,123626,0.0,grid_2000_scaled
294,"Nampa, ID",US,8625,59158,0,61618,61618,0.0,grid_2000_scaled
295,"Jackson, WY",US,7889,12126,7349,12630,12630,0.0,grid_2000_scaled
296,"Crescent City, CA",US,2136,53496,6783,55719,55720,0.0,grid_2000_scaled
297,"Jerome, ID",US,5694,136424,79132,142096,142096,0.0,grid_2000_scaled
298,"Marshall, MN",US,3743,67194,10278,69988,69988,0.0,grid_2000_scaled
299,"Suffolk, MA",US,227,1269128,2315377,1321889,1321891,0.0,grid_2000_scaled
300,"Worchester, MA",US,2748,1697220,1720552,1767777,1767781,0.0,grid_2000_scaled
301,"Wayne, NY",US,2318,278857,190052,290449,290450,0.0,grid_2000_scaled
302,"Berkshire, MA",US,2191,181978,76889,189543,189544,0.0,grid_2000_scaled
303,"Mojave, CA",US,31710,240916,312996,250932,250932,0.0,grid_2000_scaled
304,"Saint Paul, MN",US,3207,514719,548303,536117,536118,0.0,grid_2000_scaled
305,"Chenango, NY",US,3055,203670,86032,212137,212137,0.0,grid_2000_scaled
306,"Delaware, NY",US,1805,77019,65546,80221,80221,0.0,grid_2000_scaled
307,"Plymouth, MA",US,1988,1339765,1263138,1395463,1395466,0.0,grid_2000_scaled
308,"Onondaga, NY",US,1882,180337,52573,187834,187835,0.0,grid_2000_scaled
309,"Trippe, SD",US,14796,126006,14202,131245,131245,0.0,grid_2000_scaled
310,"Pocatello, ID",US,4271,98073,61355,102150,102150,0.0,grid_2000_scaled
311,"Murray, MN",US,3953,92035,22690,95861,95861,0.0,grid_2000_scaled
312,"Huron, MI",US,2277,148515,24000,154690,154690,0.0,grid_2000_scaled
313,"Monroe, NY",US,540,674515,416542,702557,702558,0.0,grid_2000_scaled
314,"Genesse, NY",US,1774,204132,40713,212618,212619,0.0,grid_2000_scaled
315,"Barnstable, MA",US,431,117014,162432,121879,121879,0.0,grid_2000_scaled
316,"Columbia, NY",US,1142,201628,119238,210010,210011,0.0,grid_2000_scaled
317,"Mason, MI",US,2443,64498,30942,67179,67180,0.0,grid_2000_scaled
318,"Saginaw, MI",US,1654,356991,184243,371832,371833,0.0,grid_2000_scaled
319,"Providence, RI",US,968,1101491,1085095,1147282,1147285,0.0,grid_2000_scaled
320,"Albany, NY",US,1029,42727,0,44504,44504,0.0,grid_2000_scaled
321,"New London, CT",US,2130,1422472,1201733,1481607,1481610,0.0,grid_2000_scaled
322,"Mankato, MN",US,5752,300761,176633,313264,313265,0.0,grid_2000_scaled
323,"Ithaca, NY",US,2952,462396,223180,481619,481620,0.0,grid_2000_scaled
