state_id,name,lat,lon,region_token,assoc_region_2,rule_used
45,Oklahoma,48.7539,-55.0262,Assoc_Region_Oklahoma,,us_full_state_name
46,"Champaign, IL",39.3280,-87.9160,Assoc_Region_Illinois,,us_state_abbr
47,"Little Rock, AR",34.6953,-92.3260,Assoc_Region_Arkansas,,us_state_abbr
48,"Woodward, OK",36.3269,-99.6182,Assoc_Region_Oklahoma,,us_state_abbr
49,"Bowling Green, KY",37.0725,-86.1907,Assoc_Region_Kentucky,,us_state_abbr
50,"Guayama, PR",18.2130,-66.0964,Assoc_Region_Puerto_Rico,,puerto_rico_abbr
51,"Petersburg, IL",39.6681,-89.8964,Assoc_Region_Illinois,,us_state_abbr
52,"Platte, WI",42.6090,-90.4230,Assoc_Region_Wisconsin,,us_state_abbr
53,"Buncombe, NC",47.4410,-79.8199,Assoc_Region_North_Carolina,,us_state_abbr
54,"Ottumwa, IA",40.6888,-92.6434,Assoc_Region_Iowa,,us_state_abbr
55,"Iowa City, IA",41.2081,-91.7435,Assoc_Region_Iowa,,us_state_abbr
56,"Dubuque, IA",42.6343,-91.6875,Assoc_Region_Iowa,,us_state_abbr
57,"Waterloo, IA",41.9622,-92.9726,Assoc_Region_Iowa,,us_state_abbr
58,"Covington, KY",38.6367,-84.3772,Assoc_Region_Kentucky,,us_state_abbr
59,"Indianapolis, IN",39.7902,-86.0341,Assoc_Region_Indiana,,us_state_abbr
60,"Des Moines, IA",41.2201,-94.0145,Assoc_Region_Iowa,,us_state_abbr
61,Illinois,47.9656,-51.1654,Assoc_Region_Illinois,,us_full_state_name
62,"Vancouver, BC",43.5845,-109.0409,Assoc_Region_British_Columbia,,canada_name
63,Northern Saskatchwan,41.4282,-85.5065,Assoc_Region_Saskatchewan,,canada_name
64,"North Kansas City, MO",39.1951,-94.1169,Assoc_Region_Missouri,,us_state_abbr
65,"Rochester, MN",43.6199,-92.1759,Assoc_Region_Minnesota,,us_state_abbr
66,"Milwaukee, WI",43.0908,-88.3207,Assoc_Region_Wisconsin,,us_state_abbr
67,"Sioux City, IA",42.7343,-95.3454,Assoc_Region_Iowa,,us_state_abbr
68,"Green Bay, WI",44.1505,-88.2292,Assoc_Region_Wisconsin,,us_state_abbr
69,Ontario,48.4477,-82.5364,Assoc_Region_Ontario,,canada_name
70,"Jackson, TN",35.9322,-88.4628,Assoc_Region_Tennessee,,us_state_abbr
71,"Land Between The Lakes, TN",36.8446,-87.9611,Assoc_Region_Tennessee,,us_state_abbr
72,"Madison, WI",42.9966,-89.3307,Assoc_Region_Wisconsin,,us_state_abbr
73,"Lexington, KY",38.1046,-84.5782,Assoc_Region_Kentucky,,us_state_abbr
74,"Kalamazoo, MI",42.1601,-85.5408,Assoc_Region_Michigan,,us_state_abbr
75,"Eau Claire, WI",44.3841,-91.6524,Assoc_Region_Wisconsin,,us_state_abbr
76,"Appleton, WI",44.3123,-88.8530,Assoc_Region_Wisconsin,,us_state_abbr
77,"Kansas City, MO",38.7591,-94.0556,Assoc_Region_Missouri,,us_state_abbr
78,"Tippecanoe, IN",40.1425,-86.7673,Assoc_Region_Indiana,,us_state_abbr
79,"Oshkosh, WI",43.7402,-89.3540,Assoc_Region_Wisconsin,,us_state_abbr
80,"Wausau, WI",44.4098,-90.3168,Assoc_Region_Wisconsin,,us_state_abbr
81,"La Crosse, WI",43.4854,-90.5670,Assoc_Region_Wisconsin,,us_state_abbr
82,"Minot, ND",47.1009,-98.7971,Assoc_Region_North_Dakota,,us_state_abbr
83,"Delaware, IN",40.1004,-85.1248,Assoc_Region_Indiana,,us_state_abbr
84,"Willis, ND",46.8139,-100.1633,Assoc_Region_North_Dakota,,us_state_abbr
85,"Edmonton, AB",43.4717,-100.3706,Assoc_Region_Alberta,,canada_name
86,"De Witt, AR",34.3566,-91.2578,Assoc_Region_Arkansas,,us_state_abbr
87,"Fargo, ND",46.9956,-97.2218,Assoc_Region_North_Dakota,,us_state_abbr
88,"Vancouver Island, BC",42.8752,-116.6468,Assoc_Region_British_Columbia,,canada_name
89,"Sioux Falls, SD",43.5942,-96.9537,Assoc_Region_South_Dakota,,us_state_abbr
90,"Chico, CA",40.1130,-121.5731,Assoc_Region_California,,us_state_abbr
91,"Mitchell, SD",43.6184,-98.6362,Assoc_Region_South_Dakota,,us_state_abbr
92,"Vaudreuil-Soulanges, QC",45.3412,-74.2416,Assoc_Region_Quebec,,canada_name
93,"Twin Islands, NU",49.1983,-73.2329,Assoc_Region_Nunavut,,canada_name
94,"Kindersley, SK",44.8442,-98.0570,Assoc_Region_Saskatchewan,,canada_name
95,"Saskatoon, SK",46.1498,-97.3624,Assoc_Region_Saskatchewan,,canada_name
96,Guantanamo Bay,20.1833,-75.3555,,,skipped_existing
97,"Ann Arbor, MI",41.9099,-83.9051,Assoc_Region_Michigan,,us_state_abbr
98,"Brookings, SD",44.5012,-97.5212,Assoc_Region_South_Dakota,,us_state_abbr
99,"Rapid City, SD",43.9875,-103.6073,Assoc_Region_South_Dakota,,us_state_abbr
100,"Winnipeg, MB",47.0954,-92.4255,Assoc_Region_Manitoba,,canada_name
101,"Birmingham, AL",33.5503,-86.7961,Assoc_Region_Alabama,,us_state_abbr
102,"Dickinson, ND",46.3097,-101.9095,Assoc_Region_North_Dakota,,us_state_abbr
103,"Pierre, SD",43.9633,-101.2335,Assoc_Region_South_Dakota,,us_state_abbr
104,"Akimiski Island, NU",49.0893,-74.8195,Assoc_Region_Nunavut,,canada_name
105,"Beatrice, NE",40.1638,-96.4133,Assoc_Region_Nebraska,,us_state_abbr
106,"Pine Bluff, AR",33.8037,-91.4802,Assoc_Region_Arkansas,,us_state_abbr
107,"Anticosti Island, QC",48.3706,-59.8189,Assoc_Region_Quebec,,canada_name
108,"Scottsbluff, NE",42.2805,-103.5341,Assoc_Region_Nebraska,,us_state_abbr
109,"Fremont, NE",42.1115,-97.1073,Assoc_Region_Nebraska,,us_state_abbr
110,"Grand Island, NE",41.4056,-99.8378,Assoc_Region_Nebraska,,us_state_abbr
111,"Meridian, MS",32.3847,-89.2593,Assoc_Region_Mississippi,,us_state_abbr
112,"Salina, KS",38.6284,-97.1687,Assoc_Region_Kansas,,us_state_abbr
113,"Cowley, KS",37.6061,-96.5576,Assoc_Region_Kansas,,us_state_abbr
114,"Saint Pierre, FR",46.1196,-53.8830,Assoc_Region_Saint_Pierre_et_Miquelon,,canada_name
115,"Charlton Island, NU",49.1466,-74.3144,Assoc_Region_Nunavut,,canada_name
116,"East Lansing, MI",42.5598,-84.4732,Assoc_Region_Michigan,,us_state_abbr
117,"Calgary, AB",45.9983,-107.1912,Assoc_Region_Alberta,,canada_name
118,"Miquelon, FR",45.9932,-53.7989,Assoc_Region_Saint_Pierre_et_Miquelon,,canada_name
119,"Durango, CO",36.9777,-107.5798,Assoc_Region_Durango,,mexico_name
120,"Eastern Townships, QC",47.1669,-68.6532,Assoc_Region_Quebec,,canada_name
121,"Hardin, KY",37.4347,-85.1813,Assoc_Region_Kentucky,,us_state_abbr
122,"Dodge City, KS",38.9395,-100.9598,Assoc_Region_Kansas,,us_state_abbr
123,"Alamosa, CO",36.9732,-106.3936,Assoc_Region_Coahuila,,mexico_abbr
124,"Fort Smith, AR",34.8101,-93.4914,Assoc_Region_Arkansas,,us_state_abbr
125,"Twin Falls, ID",42.0763,-114.0154,Assoc_Region_Idaho,,us_state_abbr
126,"Thornton, CO",39.5978,-105.5886,Assoc_Region_Colorado,,us_state_abbr
127,"Tuscaloosa, AL",33.1756,-87.6489,Assoc_Region_Alabama,,us_state_abbr
128,"Fort Collins, CO",40.7213,-105.5919,Assoc_Region_Colorado,,us_state_abbr
129,"Fort Morgan, CO",39.9600,-104.4322,Assoc_Region_Colorado,,us_state_abbr
130,"La Salle, LA",31.4768,-91.9478,Assoc_Region_Louisiana,,us_state_abbr
131,"Colorado Springs, CO",38.8885,-105.3323,Assoc_Region_Colorado,,us_state_abbr
132,"Magladen Islands, QC",46.9691,-59.8344,Assoc_Region_Quebec,,canada_name
133,"Ionia, MI",43.2339,-85.2178,Assoc_Region_Michigan,,us_state_abbr
134,"Lansing, MI",42.4335,-84.8868,Assoc_Region_Michigan,,us_state_abbr
135,"Miles City, MT",46.2305,-104.6143,Assoc_Region_Montana,,us_state_abbr
136,"Gillette, WY",44.1444,-105.9209,Assoc_Region_Wyoming,,us_state_abbr
137,"North Puget Sound, WA",47.3217,-121.5532,Assoc_Region_Washington,,us_state_abbr
138,"Flint, MI",42.8670,-84.0335,Assoc_Region_Michigan,,us_state_abbr
139,"Great Falls, MT",46.8098,-109.3405,Assoc_Region_Montana,,us_state_abbr
140,"Northern Cascades, WA",47.7513,-120.7511,Assoc_Region_Washington,,us_state_abbr
141,New Brunswick,47.0617,-64.8383,Assoc_Region_New_Brunswick,,canada_name
142,"Olympic Peninsula, WA",46.6816,-122.6029,Assoc_Region_Washington,,us_state_abbr
143,"Tucson, AZ",32.1107,-111.0126,Assoc_Region_Arizona,,us_state_abbr
144,"Idaho Falls, ID",42.6625,-111.5977,Assoc_Region_Idaho,,us_state_abbr
145,"Cape Breton Island, NS",45.7633,-59.5746,Assoc_Region_Nova_Scotia,,canada_name
146,"Salt Lake City, UT",40.4735,-111.8060,Assoc_Region_Utah,,us_state_abbr
147,"Ogden, UT",41.2774,-111.7681,Assoc_Region_Utah,,us_state_abbr
148,"Lac-des-Eaux-Mortes, QC",48.0704,-65.9489,Assoc_Region_Quebec,,canada_name
149,"Provo, UT",39.5505,-111.1123,Assoc_Region_Utah,,us_state_abbr
150,"Western Okanogan Highlands, WA",47.4570,-117.4022,Assoc_Region_Washington,,us_state_abbr
151,"Edmundston, NB",47.6916,-66.4195,Assoc_Region_New_Brunswick,,canada_name
152,Prince Edward Island,46.2516,-61.9920,Assoc_Region_Prince_Edward_Island,,canada_name
153,"Degelis, QC",47.6095,-67.5867,Assoc_Region_Quebec,,canada_name
154,"Mount Pleasant, MI",43.7651,-85.2138,Assoc_Region_Michigan,,us_state_abbr
155,"Brandon, MB",47.5367,-96.0442,Assoc_Region_Manitoba,,canada_name
156,"Puget Islands, WA",46.9712,-121.6879,Assoc_Region_Washington,,us_state_abbr
157,"Eastern Okanogan Highlands, WA",47.3963,-116.1008,Assoc_Region_Washington,,us_state_abbr
158,"Metaline Falls, WA",47.2195,-114.9782,Assoc_Region_Washington,,us_state_abbr
159,"Hanover, MB",47.9772,-93.0427,Assoc_Region_Manitoba,,canada_name
160,"Sandpoint, ID",47.2038,-114.4205,Assoc_Region_Idaho,,us_state_abbr
161,"Kalispell, MT",47.1717,-112.8521,Assoc_Region_Montana,,us_state_abbr
162,"Essex, MA",42.4655,-71.2325,Assoc_Region_Massachusetts,,us_state_abbr
163,Nova Scotia,44.8975,-63.6030,Assoc_Region_Nova_Scotia,,canada_name
164,"Vernal, UT",40.1066,-109.8282,Assoc_Region_Utah,,us_state_abbr
165,"Shreveport, LA",32.4085,-92.8596,Assoc_Region_Louisiana,,us_state_abbr
166,"Cypress, AB",46.4705,-106.5852,Assoc_Region_Alberta,,canada_name
167,"Maple Creek, MB",46.4847,-102.6091,Assoc_Region_Manitoba,,canada_name
168,"Aroostook, ME",47.1781,-67.1967,Assoc_Region_Maine,,us_state_abbr
169,"South Puget Sound, WA",47.2835,-122.9296,Assoc_Region_Washington,,us_state_abbr
170,"Browning, MT",47.0975,-111.8991,Assoc_Region_Montana,,us_state_abbr
171,"Fayetteville, AR",35.8728,-93.5754,Assoc_Region_Arkansas,,us_state_abbr
172,"Columbia Basin, WA",47.6254,-118.7903,Assoc_Region_Washington,,us_state_abbr
173,"Pantex Plant, TX",35.2983,-101.7554,Assoc_Region_Texas,,us_state_abbr
174,"Saint Francis, ME",47.3367,-68.1126,Assoc_Region_Maine,,us_state_abbr
175,"Cedar City, UT",37.7931,-112.1679,Assoc_Region_Utah,,us_state_abbr
176,"New Orleans, LA",30.0495,-89.7325,Assoc_Region_Louisiana,,us_state_abbr
177,"Butte, MT",46.5064,-104.2182,Assoc_Region_Montana,,us_state_abbr
178,"Capitol Reef, UT",38.9893,-111.6585,Assoc_Region_Utah,,us_state_abbr
179,"Willapa Hills, WA",46.2035,-123.2126,Assoc_Region_Washington,,us_state_abbr
180,"Lafayette, LA",29.8163,-92.1633,Assoc_Region_Louisiana,,us_state_abbr
181,"Moscow, ID",46.7388,-115.5817,Assoc_Region_Idaho,,us_state_abbr
182,"Mecklenberg, NC",45.9026,-68.0367,Assoc_Region_North_Carolina,,us_state_abbr
183,"Southern Cascades, WA",46.9385,-122.5669,Assoc_Region_Washington,,us_state_abbr
184,"St. John, NB",45.7051,-66.7012,Assoc_Region_New_Brunswick,,canada_name
185,"Yakima, WA",47.0711,-121.0552,Assoc_Region_Washington,,us_state_abbr
186,"Missoula, MT",46.7484,-113.5169,Assoc_Region_Montana,,us_state_abbr
187,"Naval Submarine Base Bangor, WA",47.2957,-122.6537,Assoc_Region_Washington,,us_state_abbr
188,"Piscataquis, ME",46.4680,-68.7254,Assoc_Region_Maine,,us_state_abbr
189,"Middlesex, NJ",47.0669,-69.9127,Assoc_Region_New_Jersey,,us_state_abbr
190,"Roseburg, OR",43.2289,-123.5779,Assoc_Region_Oregon,,us_state_abbr
191,"Muskegon, MI",43.5162,-86.1924,Assoc_Region_Michigan,,us_state_abbr
192,"Bismarck, ND",46.6369,-99.0268,Assoc_Region_North_Dakota,,us_state_abbr
193,"Grand Forks, ND",47.5048,-96.9333,Assoc_Region_North_Dakota,,us_state_abbr
194,"Conway, AR",35.3066,-91.7969,Assoc_Region_Arkansas,,us_state_abbr
195,"Mahoosuc Range, ME",45.6592,-69.2790,Assoc_Region_Maine,,us_state_abbr
196,"Phillips, AR",34.8761,-90.6679,Assoc_Region_Arkansas,,us_state_abbr
197,"Natchitoches, LA",31.1099,-92.9259,Assoc_Region_Louisiana,,us_state_abbr
198,"Lake Charles, LA",30.1142,-93.1133,Assoc_Region_Louisiana,,us_state_abbr
199,"Clay, MN",46.7681,-95.9911,Assoc_Region_Minnesota,,us_state_abbr
200,"Isanti, MN",45.9696,-92.8887,Assoc_Region_Minnesota,,us_state_abbr
201,"Vancouver, WA",45.9064,-122.5744,Assoc_Region_Washington,,us_state_abbr
202,"Autauga, AL",32.7958,-86.8056,Assoc_Region_Alabama,,us_state_abbr
203,"Downeast, ME",44.6424,-68.4605,Assoc_Region_Maine,,us_state_abbr
204,"Billings, MT",46.2272,-108.6795,Assoc_Region_Montana,,us_state_abbr
205,"West Mahoosuc, ME",45.6438,-69.9529,Assoc_Region_Maine,,us_state_abbr
206,"Blue Mountains, WA",46.8969,-118.0344,Assoc_Region_Washington,,us_state_abbr
207,"Somerset, ME",45.0457,-69.3204,Assoc_Region_Maine,,us_state_abbr
208,"Alexandra, LA",30.6576,-91.9744,Assoc_Region_Louisiana,,us_state_abbr
209,"Bend, OR",45.3938,-120.9791,Assoc_Region_Oregon,,us_state_abbr
210,"Queens, NY",47.4114,-87.5819,Assoc_Region_New_York,,us_state_abbr
211,"Phillipsburg, MT",46.5336,-111.8147,Assoc_Region_Montana,,us_state_abbr
212,"Mercer, ND",46.1405,-101.0167,Assoc_Region_North_Dakota,,us_state_abbr
213,"Orange, NY",46.1116,-72.6722,Assoc_Region_New_York,,us_state_abbr
214,"Dothan, AL",31.4178,-85.7721,Assoc_Region_Alabama,,us_state_abbr
215,"Monroe, LA",32.4502,-91.7871,Assoc_Region_Louisiana,,us_state_abbr
216,"Western Mountains, ME",44.7817,-70.4867,Assoc_Region_Maine,,us_state_abbr
217,"Pendleton, OR",45.7565,-118.7361,Assoc_Region_Oregon,,us_state_abbr
218,"Monteregie, QC",45.2031,-73.7328,Assoc_Region_Quebec,,canada_name
219,"ile Marie, QC",45.8154,-73.0549,Assoc_Region_Quebec,,canada_name
220,"Baker, MT",45.4933,-104.3942,Assoc_Region_Montana,,us_state_abbr
221,"Penobscot Bay, ME",44.2018,-69.5623,Assoc_Region_Maine,,us_state_abbr
222,"Marquette, MI",46.3075,-87.8792,Assoc_Region_Michigan,,us_state_abbr
223,"Great North Woods, NH",44.7250,-71.2297,Assoc_Region_New_Hampshire,,us_state_abbr
224,"Cascade, ID",44.9016,-115.5045,Assoc_Region_Idaho,,us_state_abbr
225,"ile Jesus, QC",45.5989,-73.5521,Assoc_Region_Quebec,,canada_name
226,"ile de Montreal, QC",45.5017,-73.5673,Assoc_Region_Quebec,,canada_name
227,"Montgomery, Al",32.1797,-85.7387,Assoc_Region_Alabama,,us_state_abbr
228,"Saint Cloud, MN",46.1418,-95.1842,Assoc_Region_Minnesota,,us_state_abbr
229,"ile Bizardl, QC",45.4977,-73.7558,Assoc_Region_Quebec,,canada_name
230,"ile Perrot, QC",45.3616,-73.8953,Assoc_Region_Quebec,,canada_name
231,"Northeast Kingdom, VT",44.5185,-71.9581,Assoc_Region_Vermont,,us_state_abbr
232,"Portland Casco Bay, ME",43.8004,-70.3297,Assoc_Region_Maine,,us_state_abbr
233,"Cadillac, MI",44.3276,-85.0935,Assoc_Region_Michigan,,us_state_abbr
234,"Jamestown, ND",46.6185,-98.0438,Assoc_Region_North_Dakota,,us_state_abbr
235,"Clarke, AL",32.0092,-87.7464,Assoc_Region_Alabama,,us_state_abbr
236,"Franklin, VT",44.6051,-72.7820,Assoc_Region_Vermont,,us_state_abbr
237,"Butler, AL",31.7113,-86.8649,Assoc_Region_Alabama,,us_state_abbr
238,"Alger, MI",45.9993,-87.1079,Assoc_Region_Michigan,,us_state_abbr
239,"Dillon, MT",45.3962,-112.5233,Assoc_Region_Montana,,us_state_abbr
240,"Sugar Island, MI",46.4025,-83.8631,Assoc_Region_Michigan,,us_state_abbr
241,"Superior, WI",46.1526,-91.1382,Assoc_Region_Wisconsin,,us_state_abbr
242,"St. Lawrence, NY",44.5758,-74.3310,Assoc_Region_New_York,,us_state_abbr
243,"Salmon, ID",44.6682,-113.6664,Assoc_Region_Idaho,,us_state_abbr
244,"White Mountains, NH",44.0283,-71.3968,Assoc_Region_New_Hampshire,,us_state_abbr
245,"Manhattan, NYC",40.7831,-73.9712,Assoc_Region_New_York,,nyc_name
246,"St. Joseph Island, ON",46.1804,-83.7445,Assoc_Region_Ontario,,canada_name
247,"Athens, OH",39.2298,-82.5616,Assoc_Region_Ohio,,us_state_abbr
248,"Grand Isle, VT",44.6448,-73.4534,Assoc_Region_Vermont,,us_state_abbr
249,"Powder River, MT",45.2835,-106.4210,Assoc_Region_Montana,,us_state_abbr
250,"Addison, VT",44.0556,-73.2821,Assoc_Region_Vermont,,us_state_abbr
251,"Hayward, WI",45.4461,-90.8751,Assoc_Region_Wisconsin,,us_state_abbr
252,"Manitoulin Island, ON",45.7710,-81.9027,Assoc_Region_Ontario,,canada_name
253,"Rutland, VT",43.7313,-72.6989,Assoc_Region_Vermont,,us_state_abbr
254,"Drummond Island, MI",45.9776,-83.4863,Assoc_Region_Michigan,,us_state_abbr
255,"Cabell, WV",40.7382,-81.0929,Assoc_Region_West_Virginia,,us_state_abbr
256,"Hardin, MT",45.3508,-107.5852,Assoc_Region_Montana,,us_state_abbr
257,"Cockburn Island, ON",45.9003,-83.2107,Assoc_Region_Ontario,,canada_name
258,"East Bozeman, MT",45.2527,-109.4508,Assoc_Region_Montana,,us_state_abbr
259,"Madison, MT",45.3008,-111.0142,Assoc_Region_Montana,,us_state_abbr
260,"Merrimack, NH",43.5650,-71.0156,Assoc_Region_New_Hampshire,,us_state_abbr
261,"Sarasota, FL",44.0273,-73.9928,Assoc_Region_Florida,,us_state_abbr
262,"Ontario, OR",43.3256,-117.4734,Assoc_Region_Oregon,,us_state_abbr
263,"Mackinac Island, MI",45.7986,-84.4504,Assoc_Region_Michigan,,us_state_abbr
264,"Toledo, OH",41.1612,-83.9384,Assoc_Region_Ohio,,us_state_abbr
265,"Stevens Point, WI",45.0120,-89.1205,Assoc_Region_Wisconsin,,us_state_abbr
266,"Dayton, OH",40.2079,-84.0928,Assoc_Region_Ohio,,us_state_abbr
267,"Mackinac City, MI",45.5427,-84.7509,Assoc_Region_Michigan,,us_state_abbr
268,"Grafton, NH",43.2464,-72.0406,Assoc_Region_New_Hampshire,,us_state_abbr
269,"Clearwater, MN",47.6612,-94.6287,Assoc_Region_Minnesota,,us_state_abbr
270,"Beaver Island, MI",45.7271,-85.6188,Assoc_Region_Michigan,,us_state_abbr
271,"Harding, SD",45.0636,-102.7937,Assoc_Region_South_Dakota,,us_state_abbr
272,"Iosco, MI",44.3334,-84.1026,Assoc_Region_Michigan,,us_state_abbr
273,"Hamilton, NY",43.6341,-75.2153,Assoc_Region_New_York,,us_state_abbr
274,"Strafford, NH",42.9720,-70.8951,Assoc_Region_New_Hampshire,,us_state_abbr
275,"Mobridge, SD",45.1142,-101.2825,Assoc_Region_South_Dakota,,us_state_abbr
276,"Aberdeen, SD",45.0286,-99.6143,Assoc_Region_South_Dakota,,us_state_abbr
277,"Concord, NH",43.0149,-71.7231,Assoc_Region_New_Hampshire,,us_state_abbr
278,"Medford, OR",42.4038,-123.7399,Assoc_Region_Oregon,,us_state_abbr
279,"Watertown, SD",45.6749,-97.5886,Assoc_Region_South_Dakota,,us_state_abbr
280,"Lewis, NY",44.3523,-75.4738,Assoc_Region_New_York,,us_state_abbr
281,"Old Faithful, WY",44.3782,-110.6428,Assoc_Region_Wyoming,,us_state_abbr
282,"Troy, NY",42.9633,-73.8387,Assoc_Region_New_York,,us_state_abbr
283,"Casper, WY",43.0072,-107.5791,Assoc_Region_Wyoming,,us_state_abbr
284,"Philadelphia, PA",39.8470,-75.1687,Assoc_Region_Pennsylvania,,us_state_abbr
285,"Schenectady, NY",43.0222,-74.3443,Assoc_Region_New_York,,us_state_abbr
286,"Richland, OH",40.8169,-82.3723,Assoc_Region_Ohio,,us_state_abbr
287,"Roberts, ID",43.9401,-112.1844,Assoc_Region_Idaho,,us_state_abbr
288,"Boise, ID",43.3657,-115.3713,Assoc_Region_Idaho,,us_state_abbr
289,"Baileys Harbor, WI",45.2515,-87.2583,Assoc_Region_Wisconsin,,us_state_abbr
290,"Grand Traverse, MI",45.0825,-85.4184,Assoc_Region_Michigan,,us_state_abbr
291,"Oswego, NY",43.2315,-75.9977,Assoc_Region_New_York,,us_state_abbr
292,"Hillsborough, NH",42.6906,-71.7626,Assoc_Region_New_Hampshire,,us_state_abbr
293,"Windham, VT",42.7644,-73.1052,Assoc_Region_Vermont,,us_state_abbr
294,"Nampa, ID",42.5052,-115.9093,Assoc_Region_Idaho,,us_state_abbr
295,"Jackson, WY",42.8220,-110.5130,Assoc_Region_Wyoming,,us_state_abbr
296,"Crescent City, CA",41.7558,-124.2010,Assoc_Region_California,,us_state_abbr
297,"Jerome, ID",42.8916,-113.8873,Assoc_Region_Idaho,,us_state_abbr
298,"Marshall, MN",44.9436,-95.6720,Assoc_Region_Minnesota,,us_state_abbr
299,"Suffolk, MA",42.3601,-71.0589,Assoc_Region_Massachusetts,,us_state_abbr
300,"Worchester, MA",42.1811,-72.5752,Assoc_Region_Massachusetts,,us_state_abbr
301,"Wayne, NY",42.9560,-77.0924,Assoc_Region_New_York,,us_state_abbr
302,"Berkshire, MA",42.1645,-73.4387,Assoc_Region_Massachusetts,,us_state_abbr
303,"Mojave, CA",34.7476,-116.0518,Assoc_Region_California,,us_state_abbr
304,"Saint Paul, MN",44.4360,-92.8226,Assoc_Region_Minnesota,,us_state_abbr
305,"Chenango, NY",42.6134,-75.5698,Assoc_Region_New_York,,us_state_abbr
306,"Delaware, NY",42.3048,-74.9701,Assoc_Region_New_York,,us_state_abbr
307,"Plymouth, MA",41.9642,-70.7340,Assoc_Region_Massachusetts,,us_state_abbr
308,"Onondaga, NY",42.7468,-76.3194,Assoc_Region_New_York,,us_state_abbr
