id,file,name,current_manpower,estimated_population,estimate_source,grid_raw,scaled_population,city_sum,city_validation_note
108,history/states/108-State_108.txt,"Scottsbluff, NE",60455,60455,grid_2000_scaled,58042,60455,37376,
109,history/states/109-State_109.txt,"Fremont, NE",547933,547935,grid_2000_scaled,526064,547935,101027,
110,history/states/110-State_110.txt,"Grand Island, NE",311774,311775,special_override,299330,311775,125572,
111,history/states/111-State_111.txt,"Meridian, MS",62033,62033,grid_2000_scaled,59557,62033,0,
112,history/states/112-State_112.txt,"Salina, KS",298801,298802,grid_2000_scaled,286875,298802,98364,
113,history/states/113-State_113.txt,"Cowley, KS",475055,475056,grid_2000_scaled,456094,475056,526759,
114,history/states/114-State_114.txt,"Saint-Pierre-et-Miquelon, FR",1,3,grid_2000_scaled,28,3,0,
115,history/states/115-State_115.txt,"Charlton Island, NU",10000,10000,special_override,1,10000,0,
116,history/states/116-State_116.txt,"East Lansing, MI",548165,548166,grid_2000_scaled,526286,548166,298926,
117,history/states/117-State_117.txt,"Calgary, AB",1387299,1386710,grid_2000_scaled,1319315,1386710,1756548,
118,history/states/118-State_118.txt,"Miquelon, FR",500,500,grid_2000_scaled,1,500,0,
119,history/states/119-State_119.txt,"Durango, CO",81579,81579,grid_2000_scaled,78323,81579,27786,
120,history/states/120-State_120.txt,"Eastern Townships, QC",1236309,1235785,grid_2000_scaled,1175724,1235785,0,
121,history/states/121-State_121.txt,"Hardin, KY",251305,251306,grid_2000_scaled,241275,251306,187112,
122,history/states/122-State_122.txt,"Dodge City, KS",157902,157902,grid_2000_scaled,151599,157902,62888,
123,history/states/123-State_123.txt,"Alamosa, CO",22420,22420,grid_2000_scaled,21525,22420,0,
124,history/states/124-State_124.txt,"Fort Smith, AR",367598,367599,grid_2000_scaled,352926,367599,136553,
125,history/states/125-State_125.txt,"Twin Falls, ID",6649,6649,grid_2000_scaled,6384,6649,0,
126,history/states/126-State_126.txt,"Thornton, CO",444676,444677,grid_2000_scaled,426928,444677,310983,
127,history/states/127-State_127.txt,"Tuscaloosa, AL",112087,112087,grid_2000_scaled,107613,112087,215917,
128,history/states/128-State_128.txt,"Fort Collins, CO",259337,259338,grid_2000_scaled,248986,259338,266283,
129,history/states/129-State_129.txt,"Fort Morgan, CO",589647,589648,grid_2000_scaled,566112,589648,229792,
130,history/states/130-State_130.txt,"La Salle, LA",171819,171819,grid_2000_scaled,164961,171819,131354,
131,history/states/131-State_131.txt,"Colorado Springs, CO",465451,465452,grid_2000_scaled,446873,465452,682421,
132,history/states/132-State_132.txt,"Magladen Islands, QC",10000,10000,special_override,0,10000,0,
133,history/states/133-State_133.txt,"Ionia, MI",235040,235041,grid_2000_scaled,225659,235041,54220,
134,history/states/134-State_134.txt,"Lansing, MI",151651,151651,grid_2000_scaled,145598,151651,86334,
135,history/states/135-State_135.txt,"Miles City, MT",152060,152060,grid_2000_scaled,145991,152060,23895,
136,history/states/136-State_136.txt,"Gillette, WY",112512,112512,grid_2000_scaled,108021,112512,68581,
137,history/states/137-State_137.txt,"North Puget Sound, WA",1675436,1675440,grid_2000_scaled,1608564,1675440,2251772,
138,history/states/138-State_138.txt,"Flint, MI",792239,792241,grid_2000_scaled,760618,792241,237961,
139,history/states/139-State_139.txt,"Great Falls, MT",48200,48200,grid_2000_scaled,46276,48200,17601,
140,history/states/140-State_140.txt,"Northern Cascades, WA",686407,686408,grid_2000_scaled,659010,686408,314323,
141,history/states/141-State_141.txt,New Brunswick,9815,41026,grid_2000_scaled+city_validation,333989,41026,747742,city_validation_skipped:outlier_city_sum
142,history/states/142-State_142.txt,"Olympic Peninsula, WA",148638,148638,grid_2000_scaled,142705,148638,613146,
143,history/states/143-State_143.txt,"Tucson, AZ",724313,724314,grid_2000_scaled,695403,724314,758486,
144,history/states/144-State_144.txt,"Idaho Falls, ID",130877,130877,grid_2000_scaled,125653,130877,21260,
145,history/states/145-State_145.txt,"Cape Breton Island, NS",10000,10000,special_override,1896,10000,0,
146,history/states/146-State_146.txt,"Salt Lake City, UT",1025423,1025425,grid_2000_scaled,984495,1025425,1733258,
147,history/states/147-State_147.txt,"Ogden, UT",411061,411062,grid_2000_scaled,394654,411062,584509,
148,history/states/148-State_148.txt,"Lac-des-Eaux-Mortes, QC",1028,1028,grid_2000_scaled,978,1028,0,
149,history/states/149-State_149.txt,"Provo, UT",263285,263285,grid_2000_scaled,252776,263285,137843,
150,history/states/150-State_150.txt,"Western Okanogan Highlands, WA",34848,34848,grid_2000_scaled,33457,34848,42000,
151,history/states/151-State_151.txt,"Edmundston, NB",17809,17801,grid_2000_scaled,16936,17801,0,
152,history/states/152-State_152.txt,Prince Edward Island,63297,63297,special_override,4315,63297,79122,city_floor:63297
153,history/states/153-State_153.txt,"Degelis, QC",14561,14555,grid_2000_scaled,13848,14555,0,
154,history/states/154-State_154.txt,"Mount Pleasant, MI",149898,149898,grid_2000_scaled,143915,149898,40397,
155,history/states/155-State_155.txt,"Brandon, MB",860852,860487,grid_2000_scaled,818667,860487,0,
156,history/states/156-State_156.txt,"Puget Islands, WA",279926,279927,special_override,268753,279927,97256,
157,history/states/157-State_157.txt,"Eastern Okanogan Highlands, WA",28164,28164,grid_2000_scaled,27039,28164,5000,
158,history/states/158-State_158.txt,"Metaline Falls, WA",526,526,grid_2000_scaled,505,526,0,
159,history/states/159-State_159.txt,"Hanover, MB",83646,83610,grid_2000_scaled,79547,83610,0,
160,history/states/160-State_160.txt,"Sandpoint, ID",25100,25100,grid_2000_scaled,24098,25100,0,
161,history/states/161-State_161.txt,"Kalispell, MT",109675,109675,grid_2000_scaled,105297,109675,55837,
162,history/states/162-State_162.txt,"Essex, MA",1497623,1497626,grid_2000_scaled,1437848,1497626,1386975,
163,history/states/163-State_163.txt,Nova Scotia,9304,38892,grid_2000_scaled+city_validation,316615,38892,1039559,city_validation_skipped:outlier_city_sum
164,history/states/164-State_164.txt,"Vernal, UT",40121,40121,grid_2000_scaled,38520,40121,25350,
165,history/states/165-State_165.txt,"Shreveport, LA",183786,183786,grid_2000_scaled,176450,183786,60692,
166,history/states/166-State_166.txt,"Cypress, AB",5433,5431,grid_2000_scaled,5167,5431,0,
167,history/states/167-State_167.txt,"Maple Creek, SK",41644,41627,grid_2000_scaled,39604,41627,0,
168,history/states/168-State_168.txt,"Aroostook, ME",126297,126297,grid_2000_scaled,121256,126297,17789,
169,history/states/169-State_169.txt,"South Puget Sound, WA",1127340,1127342,grid_2000_scaled,1082344,1127342,1134668,
170,history/states/170-State_170.txt,"Browning, MT",30063,30063,grid_2000_scaled,28863,30063,8942,
171,history/states/171-State_171.txt,"Fayetteville, AR",506196,506197,grid_2000_scaled,485992,506197,372920,
172,history/states/172-State_172.txt,"Columbia Basin, WA",712009,712010,grid_2000_scaled,683590,712010,453888,
173,history/states/173-State_173.txt,"Pantex Plant, TX",160314,160314,grid_2000_scaled+city_validation,1158,160314,200393,city_floor:160314
174,history/states/174-State_174.txt,"Saint Francis, ME",8865,8865,grid_2000_scaled,8511,8865,0,
175,history/states/175-State_175.txt,"Cedar City, UT",80800,80800,grid_2000_scaled,77575,80800,264256,
176,history/states/176-State_176.txt,"New Orleans, LA",108787,108788,grid_2000_scaled,104445,108788,99950,
177,history/states/177-State_177.txt,"Butte, MT",158524,158525,grid_2000_scaled,152197,158525,23066,
178,history/states/178-State_178.txt,"Capitol Reef, UT",1000,1000,special_override,2757,1000,5366,
179,history/states/179-State_179.txt,"Willapa Hills, WA",123664,123664,grid_2000_scaled,118728,123664,68666,
180,history/states/180-State_180.txt,"Lafayette, LA",34873,34874,grid_2000_scaled,33482,34874,0,
181,history/states/181-State_181.txt,"Moscow, ID",123368,123368,grid_2000_scaled,118444,123368,90685,
182,history/states/182-State_182.txt,"Houlton, ME",77004,77005,grid_2000_scaled,73931,77005,6200,
183,history/states/183-State_183.txt,"Southern Cascades, WA",110304,110304,grid_2000_scaled,105901,110304,117305,
184,history/states/184-State_184.txt,"St. John, NB",132184,132128,grid_2000_scaled,125707,132128,0,
185,history/states/185-State_185.txt,"Yakima, WA",415883,415884,grid_2000_scaled,399283,415884,532247,
186,history/states/186-State_186.txt,"Missoula, MT",58301,58301,grid_2000_scaled,55974,58301,117250,
187,history/states/187-State_187.txt,"Naval Submarine Base Bangor, WA",42501,42501,grid_2000_scaled+city_validation,3466,42501,53127,city_floor:42501
188,history/states/188-State_188.txt,"Piscataquis, ME",2301,2301,grid_2000_scaled,2209,2301,0,
189,history/states/189-State_189.txt,"Middlesex, NJ",536,536,grid_2000_scaled,515,536,0,
190,history/states/190-State_190.txt,"Roseburg, OR",224280,224281,grid_2000_scaled,215328,224281,93837,
191,history/states/191-State_191.txt,"Muskegon, MI",239578,239579,grid_2000_scaled,230016,239579,57992,
192,history/states/192-State_192.txt,"Bismarck, ND",153528,153528,grid_2000_scaled,147400,153528,26477,
193,history/states/193-State_193.txt,"Grand Forks, ND",143256,143256,grid_2000_scaled,137538,143256,27706,
194,history/states/194-State_194.txt,"Conway, AR",301281,301282,grid_2000_scaled,289256,301282,112577,
195,history/states/195-State_195.txt,"Mahoosuc Range, ME",4600,4600,grid_2000_scaled,4416,4600,0,
196,history/states/196-State_196.txt,"Phillips, AR",102447,102447,grid_2000_scaled,98358,102447,0,
197,history/states/197-State_197.txt,"Natchitoches, LA",277347,277348,grid_2000_scaled,266277,277348,250294,
198,history/states/198-State_198.txt,"Lake Charles, LA",51212,51212,grid_2000_scaled,49168,51212,0,
199,history/states/199-State_199.txt,"Clay, MN",102855,102855,grid_2000_scaled,98750,102855,66788,
200,history/states/200-State_200.txt,"Isanti, MN",474268,474269,grid_2000_scaled,455338,474269,279348,
201,history/states/201-State_201.txt,"Vancouver, WA",138389,138389,grid_2000_scaled,132865,138389,391491,
202,history/states/202-State_202.txt,"Autauga, AL",138936,138936,grid_2000_scaled,133391,138936,8274,
203,history/states/203-State_203.txt,"Downeast, ME",228176,228177,grid_2000_scaled,219069,228177,65940,
204,history/states/204-State_204.txt,"Billings, MT",294069,294070,grid_2000_scaled,282332,294070,304646,
205,history/states/205-State_205.txt,"West Mahoosuc, ME",2564,2564,grid_2000_scaled,2462,2564,0,
206,history/states/206-State_206.txt,"Blue Mountains, WA",162846,162846,grid_2000_scaled,156346,162846,62026,
207,history/states/207-State_207.txt,"Somerset, ME",133950,133950,grid_2000_scaled,128603,133950,112099,
208,history/states/208-State_208.txt,"Alexandra, LA",207578,207578,grid_2000_scaled,199293,207578,1500,
209,history/states/209-State_209.txt,"Bend, OR",71067,71067,grid_2000_scaled,68231,71067,29626,
210,history/states/210-State_210.txt,"Isle Royale, MI",500,4,manual_override,0,4,0,
211,history/states/211-State_211.txt,"Phillipsburg, MT",74526,74526,grid_2000_scaled,71551,74526,70708,
212,history/states/212-State_212.txt,"Mercer, ND",56586,56586,grid_2000_scaled,54327,56586,103680,
213,history/states/213-State_213.txt,"Orange, NY",1106,1106,grid_2000_scaled,1062,1106,0,
214,history/states/214-State_214.txt,"Dothan, AL",51721,51721,grid_2000_scaled,49657,51721,295822,
215,history/states/215-State_215.txt,"Monroe, LA",517621,517622,grid_2000_scaled,496961,517622,62548,
216,history/states/216-State_216.txt,"Western Mountains, ME",84028,84028,grid_2000_scaled,80674,84028,57073,
217,history/states/217-State_217.txt,"Pendleton, OR",144157,144158,grid_2000_scaled,138403,144158,71060,
218,history/states/218-State_218.txt,"Monteregie, QC",373538,373379,grid_2000_scaled,355233,373379,0,
219,history/states/219-State_219.txt,"ile Marie, QC",1575,1575,grid_2000_scaled,1498,1575,0,
220,history/states/220-State_220.txt,"Baker, MT",144360,144361,grid_2000_scaled,138598,144361,8126,
221,history/states/221-State_221.txt,"Penobscot Bay, ME",133547,133548,grid_2000_scaled,128217,133548,31178,
222,history/states/222-State_222.txt,"Marquette, MI",97102,97103,grid_2000_scaled,93227,97103,40351,
223,history/states/223-State_223.txt,"Great North Woods, NH",45893,45893,grid_2000_scaled+city_validation,18004,45893,57367,city_floor:45893
224,history/states/224-State_224.txt,"Cascade, ID",31749,31749,grid_2000_scaled,30481,31749,14017,
225,history/states/225-State_225.txt,"ile Jesus, QC",571131,570889,grid_2000_scaled,543143,570889,0,
226,history/states/226-State_226.txt,"ile de Montreal, QC",886248,885872,grid_2000_scaled,842818,885872,7546972,
227,history/states/227-State_227.txt,"Montgomery, Al",167354,167354,grid_2000_scaled,160674,167354,0,
228,history/states/228-State_228.txt,"Saint Cloud, MN",396095,396096,grid_2000_scaled,380285,396096,242192,
229,history/states/229-State_229.txt,"ile Bizardl, QC",41603,41586,grid_2000_scaled,39565,41586,0,
230,history/states/230-State_230.txt,"ile Perrot, QC",6963,6960,grid_2000_scaled,6622,6960,0,
231,history/states/231-State_231.txt,"Northeast Kingdom, VT",59999,59999,grid_2000_scaled,57604,59999,26560,
232,history/states/232-State_232.txt,"Portland Casco Bay, ME",624787,624788,grid_2000_scaled,599849,624788,439133,
233,history/states/233-State_233.txt,"Cadillac, MI",137431,137431,grid_2000_scaled,131945,137431,13197,
234,history/states/234-State_234.txt,"Jamestown, ND",14275,14275,grid_2000_scaled,13705,14275,1797,
235,history/states/235-State_235.txt,"Clarke, AL",6796,6796,grid_2000_scaled,6525,6796,0,
236,history/states/236-State_236.txt,"Franklin, VT",173895,173895,grid_2000_scaled,166954,173895,28578,
237,history/states/237-State_237.txt,"Butler, AL",14435,14435,grid_2000_scaled,13859,14435,0,
238,history/states/238-State_238.txt,"Alger, MI",91611,91611,grid_2000_scaled,87954,91611,20546,
239,history/states/239-State_239.txt,"Dillon, MT",61338,61338,grid_2000_scaled,58890,61338,42198,
240,history/states/240-State_240.txt,"Sugar Island, MI",10000,10000,special_override,882,10000,13355,city_floor:10684
241,history/states/241-State_241.txt,"Superior, WI",50577,50577,grid_2000_scaled,48558,50577,53991,
242,history/states/242-State_242.txt,"St. Lawrence, NY",98568,98568,grid_2000_scaled,94634,98568,30871,
243,history/states/243-State_243.txt,"Salmon, ID",8525,8525,grid_2000_scaled,8185,8525,1400,
244,history/states/244-State_244.txt,"White Mountains, NH",65231,65231,grid_2000_scaled,62627,65231,25879,
245,history/states/245-State_245.txt,"Manhattan, NYC",702674,702675,grid_2000_scaled,674628,702675,0,
246,history/states/246-State_246.txt,"St. Joseph Island, ON",10000,10000,special_override,2695,10000,0,
247,history/states/247-State_247.txt,"Athens, OH",295698,295699,grid_2000_scaled,283896,295699,121447,
248,history/states/248-State_248.txt,"Grand Isle, VT",75784,75784,grid_2000_scaled+city_validation,636,75784,94731,city_floor:75784
249,history/states/249-State_249.txt,"Powder River, MT",15438,15438,grid_2000_scaled,14822,15438,4388,
250,history/states/250-State_250.txt,"Addison, VT",143339,143339,grid_2000_scaled,137618,143339,27744,
251,history/states/251-State_251.txt,"Hayward, WI",313964,313965,grid_2000_scaled,301433,313965,15917,
252,history/states/252-State_252.txt,"Manitoulin Island, ON",10000,10000,special_override,10080,10000,0,
253,history/states/253-State_253.txt,"Rutland, VT",240318,240319,grid_2000_scaled,230726,240319,47605,
254,history/states/254-State_254.txt,"Drummond Island, MI",10000,10000,special_override,990,10000,1200,
255,history/states/255-State_255.txt,"Carrollton, OH",951305,951307,grid_2000_scaled,913335,951307,937529,
256,history/states/256-State_256.txt,"Hardin, MT",7691,7691,grid_2000_scaled,7384,7691,2648,
257,history/states/257-State_257.txt,"Cockburn Island, ON",10000,10000,special_override,4,10000,0,
258,history/states/258-State_258.txt,"East Bozeman, MT",17111,17111,grid_2000_scaled,16428,17111,5020,
259,history/states/259-State_259.txt,"Madison, MT",25483,25483,grid_2000_scaled,24466,25483,6793,
260,history/states/260-State_260.txt,"Merrimack, NH",169493,169494,grid_2000_scaled,162728,169494,112065,
261,history/states/261-State_261.txt,"Westport, NY",29448,29448,grid_2000_scaled,28272,29448,8474,
262,history/states/262-State_262.txt,"Ontario, OR",197814,197814,grid_2000_scaled,189919,197814,12438,
263,history/states/263-State_263.txt,"Mackinac Island, MI",10000,10000,special_override,941,10000,5040,city_floor:4032
264,history/states/264-State_264.txt,"Toledo, OH",365965,365966,grid_2000_scaled,351358,365966,505709,
265,history/states/265-State_265.txt,"Stevens Point, WI",343591,343592,grid_2000_scaled,329877,343592,144840,
266,history/states/266-State_266.txt,"Dayton, OH",1422895,1422898,grid_2000_scaled,1366103,1422898,737922,
267,history/states/267-State_267.txt,"Mackinac City, MI",55217,55217,grid_2000_scaled,53013,55217,5719,
268,history/states/268-State_268.txt,"Grafton, NH",188953,188953,grid_2000_scaled,181411,188953,66914,
269,history/states/269-State_269.txt,"Clearwater, MN",106063,106063,grid_2000_scaled,101829,106063,56892,
270,history/states/270-State_270.txt,"Beaver Island, MI",10000,10000,special_override,1010,10000,720,
271,history/states/271-State_271.txt,"Harding, SD",107450,107450,grid_2000_scaled,103161,107450,1232,
