lotd_file,lotd_stem,lotd_id,tno_source,vote_pct,vote_count,mapped_provinces,total_provinces,confidence,override,skipped,applied
148-Strategic_Region_148.txt,148-Strategic_Region_148,148,226-Sierra Madre,1.000,21,21,21,high,0,0,0
149-Strategic_Region_149.txt,149-Strategic_Region_149,149,119-Texas,0.314,16,51,51,low,0,0,0
15-East Ohio.txt,15-East Ohio,16,197-Great Lakes,1.000,34,34,34,override,1,0,0
150-Strategic_Region_150.txt,150-Strategic_Region_150,150,121-Eastern Canada,0.475,19,40,41,low,0,0,0
151-Strategic_Region_151.txt,151-Strategic_Region_151,151,50-Labrador Sea,0.667,24,36,36,medium,0,0,0
152-Strategic_Region_152.txt,152-Strategic_Region_152,152,245-Maritimes,0.562,18,32,43,low,0,0,0
153-Strategic_Region_153.txt,153-Strategic_Region_153,153,121-Eastern Canada,1.000,13,13,42,high,0,0,0
154-Strategic_Region_154.txt,154-Strategic_Region_154,154,55-Newfoundland Sea,0.867,26,30,30,medium,0,0,0
155-Strategic_Region_155.txt,155-Strategic_Region_155,155,118-West Coast,0.645,20,31,32,medium,0,0,0
156-Strategic_Region_156.txt,156-Strategic_Region_156,156,118-West Coast,1.000,22,22,30,high,0,0,0
157-Strategic_Region_157.txt,157-Strategic_Region_157,157,,0.000,0,0,0,skipped,1,1,0
158-Strategic_Region_158.txt,158-Strategic_Region_158,158,118-West Coast,1.000,16,16,39,high,0,0,0
159-Strategic_Region_159.txt,159-Strategic_Region_159,159,118-West Coast,0.500,1,2,9,low,0,0,0
16-North Virginia.txt,16-North Virginia,17,117-East Coast,1.000,43,43,43,high,0,0,0
160-Strategic_Region_160.txt,160-Strategic_Region_160,160,226-Sierra Madre,0.464,13,28,28,low,0,0,0
161-Strategic_Region_161.txt,161-Strategic_Region_161,161,118-West Coast,1.000,36,36,42,high,0,0,0
162-Strategic_Region_162.txt,162-Strategic_Region_162,162,115-North East Pacific,0.800,24,30,30,medium,0,0,0
163-Strategic_Region_163.txt,163-Strategic_Region_163,163,226-Sierra Madre,0.962,25,26,26,high,0,0,0
164-Strategic_Region_164.txt,164-Strategic_Region_164,164,226-Sierra Madre,0.880,22,25,36,medium,0,0,0
165-Strategic_Region_165.txt,165-Strategic_Region_165,165,226-Sierra Madre,1.000,25,25,50,high,0,0,0
166-Strategic_Region_166.txt,166-Strategic_Region_166,166,115-North East Pacific,0.474,18,38,38,low,0,0,0
167-Strategic_Region_167.txt,167-Strategic_Region_167,167,111-North Central Pacific,0.977,42,43,43,high,0,0,0
168-Strategic_Region_168.txt,168-Strategic_Region_168,168,111-North Central Pacific,1.000,16,16,16,high,0,0,0
169-Strategic_Region_169.txt,169-Strategic_Region_169,169,196-New England,0.762,16,21,32,medium,0,0,0
17-South Virginia.txt,17-South Virginia,18,117-East Coast,1.000,35,35,35,high,0,0,0
170-Strategic_Region_170.txt,170-Strategic_Region_170,170,57-Sargasso Sea,1.000,4,4,33,high,0,0,0
171-Strategic_Region_171.txt,171-Strategic_Region_171,171,117-East Coast,1.000,15,15,22,high,0,0,0
172-Strategic_Region_172.txt,172-Strategic_Region_172,172,57-Sargasso Sea,1.000,5,5,33,high,0,0,0
173-Strategic_Region_173.txt,173-Strategic_Region_173,173,117-East Coast,1.000,13,13,24,high,0,0,0
174-Strategic_Region_174.txt,174-Strategic_Region_174,174,117-East Coast,0.455,10,22,37,low,0,0,0
175-Strategic_Region_175.txt,175-Strategic_Region_175,175,53-Caribbean Sea,0.818,9,11,42,medium,0,0,0
176-Strategic_Region_176.txt,176-Strategic_Region_176,176,228-Southern US,0.925,37,40,41,high,0,0,0
177-Strategic_Region_177.txt,177-Strategic_Region_177,177,228-Southern US,1.000,26,26,29,high,0,0,0
178-Strategic_Region_178.txt,178-Strategic_Region_178,178,119-Texas,0.947,18,19,21,high,0,0,0
179-Strategic_Region_179.txt,179-Strategic_Region_179,179,123-Transvolcanic Belt,0.692,9,13,16,medium,0,0,0
18-Central Ohio.txt,18-Central Ohio,19,197-Great Lakes,0.943,33,35,35,high,0,0,0
180-Strategic_Region_180.txt,180-Strategic_Region_180,180,227-Yucatan Peninsula,0.750,9,12,33,medium,0,0,0
181-Strategic_Region_181.txt,181-Strategic_Region_181,181,53-Caribbean Sea,0.921,35,38,38,high,0,0,0
182-Strategic_Region_182.txt,182-Strategic_Region_182,182,53-Caribbean Sea,1.000,37,37,37,high,0,0,0
183-Strategic_Region_183.txt,183-Strategic_Region_183,183,120-Upper Midwest,1.000,2,2,2,high,0,0,0
184-Strategic_Region_184.txt,184-Strategic_Region_184,184,243-Appalachia,1.000,2,2,2,high,0,0,0
185-Strategic_Region_185.txt,185-Strategic_Region_185,185,243-Appalachia,1.000,1,1,1,high,0,0,0
186-Strategic_Region_186.txt,186-Strategic_Region_186,186,228-Southern US,0.400,2,5,5,low,0,0,0
187-Strategic_Region_187.txt,187-Strategic_Region_187,187,241-Southern Rockies,0.600,3,5,5,medium,0,0,0
188-Strategic_Region_188.txt,188-Strategic_Region_188,188,198-Northern Rockies,1.000,1,1,1,high,0,0,0
189-Strategic_Region_189.txt,189-Strategic_Region_189,189,198-Northern Rockies,0.500,3,6,6,low,0,0,0
19-Western Ohio.txt,19-Western Ohio,20,197-Great Lakes,1.000,23,23,23,high,0,0,0
190-Strategic_Region_190.txt,190-Strategic_Region_190,190,119-Texas,1.000,2,2,2,high,0,0,0
191-Strategic_Region_191.txt,191-Strategic_Region_191,191,119-Texas,0.333,2,6,6,low,0,0,0
192-Strategic_Region_192.txt,192-Strategic_Region_192,192,228-Southern US,1.000,3,3,3,high,0,0,0
193-Strategic_Region_193.txt,193-Strategic_Region_193,193,196-New England,1.000,1,1,1,high,0,0,0
194-Strategic_Region_194.txt,194-Strategic_Region_194,194,117-East Coast,1.000,1,1,1,high,0,0,0
195-Strategic_Region_195.txt,195-Strategic_Region_195,195,228-Southern US,0.500,1,2,2,low,0,0,0
196-Strategic_Region_196.txt,196-Strategic_Region_196,196,197-Great Lakes,0.667,6,9,9,medium,0,0,0
2-Western New York.txt,2-Western New York,3,117-East Coast,0.531,17,32,32,low,0,0,0
20-Southern Indiana.txt,20-Southern Indiana,21,197-Great Lakes,0.745,35,47,47,medium,0,0,0
21-Northern Indiana.txt,21-Northern Indiana,22,197-Great Lakes,1.000,16,16,16,high,0,0,0
22-Southwest Michigan.txt,22-Southwest Michigan,23,197-Great Lakes,1.000,21,21,21,high,0,0,0
23-East Michigan.txt,23-East Michigan,24,197-Great Lakes,0.921,35,38,38,high,0,0,0
24-North Michigan.txt,24-North Michigan,25,197-Great Lakes,1.000,44,44,44,high,0,0,0
25-Upper Peninsula.txt,25-Upper Peninsula,26,197-Great Lakes,1.000,20,20,20,high,0,0,0
26-Eastern Wisconsin.txt,26-Eastern Wisconsin,27,197-Great Lakes,0.867,39,45,45,medium,0,0,0
27-Western Wisconsin.txt,27-Western Wisconsin,28,120-Upper Midwest,0.730,27,37,37,medium,0,0,0
28-North Illinois.txt,28-North Illinois,29,197-Great Lakes,1.000,35,35,35,high,0,0,0
29-South Illinois.txt,29-South Illinois,30,197-Great Lakes,0.943,50,53,53,high,0,0,0
3-Northern New York.txt,3-Northern New York,4,196-New England,0.800,16,20,20,medium,0,0,0
30-Lake Superior.txt,30-Lake Superior,31,197-Great Lakes,1.000,13,13,13,override,1,0,0
31-Lake Michigan.txt,31-Lake Michigan,32,197-Great Lakes,1.000,11,11,11,override,1,0,0
32-Lake Erie.txt,32-Lake Erie,33,197-Great Lakes,1.000,5,5,5,override,1,0,0
33-Lake Ontario.txt,33-Lake Ontario,34,197-Great Lakes,1.000,9,9,9,override,1,0,0
34-Lake Huron.txt,34-Lake Huron,35,197-Great Lakes,1.000,21,21,21,override,1,0,0
35-East Kentucky.txt,35-East Kentucky,36,243-Appalachia,0.641,25,39,39,medium,0,0,0
37-Strategic_Region_37.txt,37-Strategic_Region_37,37,117-East Coast,1.000,28,28,28,high,0,0,0
38-Strategic_Region_38.txt,38-Strategic_Region_38,38,,0.000,0,0,0,skipped,1,1,0
39-Strategic_Region_39.txt,39-Strategic_Region_39,39,243-Appalachia,1.000,45,45,45,high,0,0,0
4-Eastern New York.txt,4-Eastern New York,5,196-New England,1.000,32,32,32,high,0,0,0
40-Strategic_Region_40.txt,40-Strategic_Region_40,40,243-Appalachia,0.750,36,48,48,medium,0,0,0
41-Strategic_Region_41.txt,41-Strategic_Region_41,41,243-Appalachia,0.864,19,22,22,medium,0,0,0
42-Strategic_Region_42.txt,42-Strategic_Region_42,42,117-East Coast,1.000,46,46,46,high,0,0,0
43-Strategic_Region_43.txt,43-Strategic_Region_43,43,117-East Coast,1.000,41,41,41,high,0,0,0
44-Strategic_Region_44.txt,44-Strategic_Region_44,44,117-East Coast,0.767,23,30,30,medium,0,0,0
45-Strategic_Region_45.txt,45-Strategic_Region_45,45,117-East Coast,1.000,29,29,29,high,0,0,0
46-Strategic_Region_46.txt,46-Strategic_Region_46,46,228-Southern US,0.944,17,18,18,high,0,0,0
47-Strategic_Region_47.txt,47-Strategic_Region_47,47,228-Southern US,0.967,29,30,30,high,0,0,0
48-Strategic_Region_48.txt,48-Strategic_Region_48,48,228-Southern US,1.000,41,41,41,high,0,0,0
49-Strategic_Region_49.txt,49-Strategic_Region_49,49,228-Southern US,1.000,40,40,40,high,0,0,0
5-South New England.txt,5-South New England,6,196-New England,1.000,19,19,19,high,0,0,0
50-Strategic_Region_50.txt,50-Strategic_Region_50,50,228-Southern US,1.000,35,35,35,high,0,0,0
51-Strategic_Region_51.txt,51-Strategic_Region_51,51,228-Southern US,1.000,27,27,27,high,0,0,0
52-Strategic_Region_52.txt,52-Strategic_Region_52,52,228-Southern US,1.000,41,41,41,high,0,0,0
53-Strategic_Region_53.txt,53-Strategic_Region_53,53,228-Southern US,1.000,36,36,36,high,0,0,0
54-Strategic_Region_54.txt,54-Strategic_Region_54,54,228-Southern US,1.000,44,44,44,high,0,0,0
55-Strategic_Region_55.txt,55-Strategic_Region_55,55,228-Southern US,1.000,30,30,30,high,0,0,0
56-Strategic_Region_56.txt,56-Strategic_Region_56,56,228-Southern US,1.000,47,47,47,high,0,0,0
57-Strategic_Region_57.txt,57-Strategic_Region_57,57,,0.000,0,0,0,skipped,1,1,0
58-Strategic_Region_58.txt,58-Strategic_Region_58,58,120-Upper Midwest,1.000,49,49,49,high,0,0,0
59-Strategic_Region_59.txt,59-Strategic_Region_59,59,197-Great Lakes,0.500,22,44,44,low,0,0,0
6-White Mountains.txt,6-White Mountains,7,196-New England,1.000,40,40,40,high,0,0,0
60-Strategic_Region_60.txt,60-Strategic_Region_60,60,120-Upper Midwest,0.605,23,38,38,medium,0,0,0
61-Strategic_Region_61.txt,61-Strategic_Region_61,61,242-Great Plains,0.976,41,42,42,high,0,0,0
62-Strategic_Region_62.txt,62-Strategic_Region_62,62,120-Upper Midwest,0.891,49,55,55,medium,0,0,0
63-Strategic_Region_63.txt,63-Strategic_Region_63,63,242-Great Plains,0.745,35,47,47,medium,0,0,0
64-Strategic_Region_64.txt,64-Strategic_Region_64,64,228-Southern US,1.000,58,58,58,high,0,0,0
65-Strategic_Region_65.txt,65-Strategic_Region_65,65,228-Southern US,0.825,33,40,40,medium,0,0,0
66-Strategic_Region_66.txt,66-Strategic_Region_66,66,119-Texas,0.854,35,41,41,medium,0,0,0
67-Strategic_Region_67.txt,67-Strategic_Region_67,67,119-Texas,1.000,31,31,31,high,0,0,0
68-Strategic_Region_68.txt,68-Strategic_Region_68,68,119-Texas,0.906,58,64,64,high,0,0,0
69-Strategic_Region_69.txt,69-Strategic_Region_69,69,119-Texas,0.959,70,73,73,high,0,0,0
7-Maine.txt,7-Maine,8,196-New England,0.727,32,44,44,medium,0,0,0
70-Strategic_Region_70.txt,70-Strategic_Region_70,70,119-Texas,0.795,58,73,73,medium,0,0,0
71-Strategic_Region_71.txt,71-Strategic_Region_71,71,242-Great Plains,0.688,44,64,64,medium,0,0,0
72-Strategic_Region_72.txt,72-Strategic_Region_72,72,120-Upper Midwest,1.000,67,67,67,high,0,0,0
73-Strategic_Region_73.txt,73-Strategic_Region_73,73,223-Pacific Northwest,1.000,62,62,62,high,0,0,0
74-Strategic_Region_74.txt,74-Strategic_Region_74,74,223-Pacific Northwest,0.781,25,32,32,medium,0,0,0
75-Strategic_Region_75.txt,75-Strategic_Region_75,75,223-Pacific Northwest,0.565,26,46,46,low,0,0,0
76-Strategic_Region_76.txt,76-Strategic_Region_76,76,198-Northern Rockies,1.000,42,42,42,high,0,0,0
77-Strategic_Region_77.txt,77-Strategic_Region_77,77,223-Pacific Northwest,0.837,72,86,86,medium,0,0,0
78-Strategic_Region_78.txt,78-Strategic_Region_78,78,198-Northern Rockies,0.667,50,75,75,medium,0,0,0
79-Strategic_Region_79.txt,79-Strategic_Region_79,79,120-Upper Midwest,0.528,19,36,36,low,0,0,0
8-New Jersey.txt,8-New Jersey,9,117-East Coast,1.000,15,15,15,high,0,0,0
80-Strategic_Region_80.txt,80-Strategic_Region_80,80,120-Upper Midwest,0.494,42,85,85,low,0,0,0
81-Strategic_Region_81.txt,81-Strategic_Region_81,81,119-Texas,1.000,48,48,48,high,0,0,0
82-Strategic_Region_82.txt,82-Strategic_Region_82,82,244-American Southwest,0.981,51,52,52,high,0,0,0
83-Strategic_Region_83.txt,83-Strategic_Region_83,83,244-American Southwest,0.852,52,61,61,medium,0,0,0
84-Strategic_Region_84.txt,84-Strategic_Region_84,84,244-American Southwest,0.966,85,88,88,high,0,0,0
85-Strategic_Region_85.txt,85-Strategic_Region_85,85,244-American Southwest,1.000,41,41,41,high,0,0,0
86-Strategic_Region_86.txt,86-Strategic_Region_86,86,,0.000,0,0,0,skipped,1,1,0
87-Strategic_Region_87.txt,87-Strategic_Region_87,87,119-Texas,1.000,37,37,37,high,0,0,0
88-Strategic_Region_88.txt,88-Strategic_Region_88,88,241-Southern Rockies,0.839,78,93,93,medium,0,0,0
89-Strategic_Region_89.txt,89-Strategic_Region_89,89,119-Texas,1.000,29,29,29,high,0,0,0
9-Long Island.txt,9-Long Island,10,117-East Coast,0.833,5,6,6,medium,0,0,0
90-Strategic_Region_90.txt,90-Strategic_Region_90,90,119-Texas,0.365,19,52,52,low,0,0,0
91-Strategic_Region_91.txt,91-Strategic_Region_91,91,242-Great Plains,1.000,47,47,47,high,0,0,0
92-Strategic_Region_92.txt,92-Strategic_Region_92,92,242-Great Plains,0.739,34,46,46,medium,0,0,0
93-Strategic_Region_93.txt,93-Strategic_Region_93,93,241-Southern Rockies,0.798,67,84,84,medium,0,0,0
94-Strategic_Region_94.txt,94-Strategic_Region_94,94,241-Southern Rockies,0.647,55,85,85,medium,0,0,0
95-Strategic_Region_95.txt,95-Strategic_Region_95,95,198-Northern Rockies,0.643,54,84,84,medium,0,0,0
96-Strategic_Region_96.txt,96-Strategic_Region_96,96,118-West Coast,0.989,87,88,88,high,0,0,0
97-Strategic_Region_97.txt,97-Strategic_Region_97,97,118-West Coast,0.966,56,58,58,high,0,0,0
98-Strategic_Region_98.txt,98-Strategic_Region_98,98,118-West Coast,1.000,43,43,43,high,0,0,0
99-Strategic_Region_99.txt,99-Strategic_Region_99,99,198-Northern Rockies,0.634,45,71,71,medium,0,0,0
